standard_text,dialect_text,dialect
"চুল পরার সমস্যা  নিয়ে ডাক্তারের কাছে গেছিলাম, গিয়ে দেখি ডাক্তার নিজেই টাক","চুল পরার সমস্যা লয়া ডাক্তারের কাসে গেছিলাম, গিয়া দেহি ডাক্তার নিজেই টাক",Mymensingh
"ভালো মানুষ নাকি বেশি দিন বাঁচে না, এটা শোনার পর খুব টেনশনে আছি","ভালো মানুষ নাকিতা বেশি দিন বাঁচে না, এটা হুনার পর খুব টেনশনে আছি",Mymensingh
তোকে ভুলে যাওয়ার জন্য আমি ভালোবাসিনি,তোরে ভুইল্লা যাওয়ার লাইজ্ঞা আমি ভালোবাসি নাই,Mymensingh
"নিজেকে কখনো বেকার ভাববেন না, মনে রাখবেন আপনার শরীরের রক্ত দিয়ে হাজারো মশার সংসার চলে","নিজেরে কহনো বেকার ভাববেন না, মনে রাখবেন আফনের শরীরের রক্ত দিয়ে হাজারডা মশার সংসার চলে",Mymensingh
বাবু খেয়েছো বলার মানুষটা নেই বলে আজ আমি এতো রোগা,বাবু খাইছো বলার মানুষটা নাই বইল্লা আইজ আমি এতো রোগা,Mymensingh
"পাশের বাড়ির মেয়েটাকে ভালো লেগেছিল, পরে জানতে পারলাম মেয়েটা ছুটির দিনেও কলেজে যায়","পাশের বাড়ির ছেড়িটারে ভালা লাগছিল, পরে জানতে পারলাম ছেড়িডা ছুটির দিনেও কলেজে যায়",Mymensingh
"আজ আমি রোগা, তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে","আজ আমি রোগা, তাই জন্য মানুষ আমারে নিয়া উল্টোপাল্টা সন্দেহ করে",Mymensingh
কেউ আমার মাকে বলে দিও আমি বিয়ে করবো,কেউ আমার মারে কয়া দিও আমি বিয়া করবাম,Mymensingh
হাসতে হাসতে সিগারেট খাওয়া ছেলেটা একদিন কাশতে কাশতে মরে যাবে,হাসতে হাসতে সিগারেট খাওয়া ছেড়াডা একদিন কাশতে কাশতে মইরা যাইব,Mymensingh
কোনো এক রাতে তুমি আর আমি পাশাপাশি বসে সূর্য দেখবো,"কোন এক রাইতে তুমি আর আমি পাশাপাশি বয়া চাঁদ দেখবাম
",Mymensingh
আপনাদের কি শুক্রবার সকালে সময় হবে?,আফনেরার কি শুক্রবার সকালে সময় হইব?,Mymensingh
যদি আমি ভুল করি তাহলে আমাকে দয়া করে শুধরে দিবেন,যদি আমি ভুল করি তাইলে আমারে দয়া কইরা শুধরায়া দিবেন,Mymensingh
আমি কি শুধু একটা জিনিস বলতে পারি দয়া করে?,আমি কি খালি একটা জিনিস কইতে ফারি দয়া কইরা?,Mymensingh
আপনার কোনো প্রশ্ন আছে?,আফনের কুনো প্রশ্ন আসে?,Mymensingh
একটা কথাও আর বলবে না,একটা কথাও আর কইবা না,Mymensingh
আপনারা যারা আমাকে এখনো চিনেন না,আফনেরা যারা আমারে এহনো চিনেন না,Mymensingh
তিনি আমার সাথে দেখা করলেন,উনি আমার লগে দেখা করলেন,Mymensingh
আমি পাঁচ বছর চাকরি করেছিলাম,আমি পাঁচ বছর চাকরি করসিলাম,Mymensingh
আমার কিন্তু সোভিয়েত দেশ ভালো লাগত,আমার কিন্তু সোভিয়েত দেশ ভালা লাগত,Mymensingh
অনেকগুলো রাশিয়ান শব্দ শিখেছিলাম,অনেকগুলা রাশিয়ান শব্দ শিখসিলাম,Mymensingh
হঠাৎ শীত করে উঠল আমার,হঠাৎ শীত কইরা উঠল আমার,Mymensingh
বিছানায় শুয়ে টিভি দেখছিলাম,বিসনাত শুয়া টিভি দেখতাসিলাম,Mymensingh
"কিছু মনে করবেন না, আপনাকে একটা কথা বলব ?","কিছু মনে কইরেন না, আফনেরে একটা কথা কমু ?",Mymensingh
আমরাই কিছু বুঝতাম না,আমরাই কিসু বুঝতাম না,Mymensingh
সে রকম বাজে ছেলের পাল্লায় পড়লে সর্বনাশ হয়ে যেত,হেইরম বাজে ছেড়ার পাল্লায় পড়লে সর্বনাশ হয়া যাইত,Mymensingh
একটি ছোট্ট গ্রামে একজন মেয়ে ছিল,একটা ছোট্ট গ্রামে একজন মাইয়া আসিল,Mymensingh
মেয়েটির একজন ভালো বন্ধু ছিল,ছেড়িডার একটা ভালা বন্ধু আসিল,Mymensingh
তাঁদের প্রতিদিন একসাথে খেলা করতে পছন্দ ছিল,তারার প্রত্যেকদিন একসাথে খেলা করতে পসন্দ আসিল,Mymensingh
আমরা সেখানে অনেক মজা করব,আমরা অইহানে অনেক মজা করবাম,Mymensingh
তারা একটি দূর পাহাড়ের দিকে যাবার পথে একটি পুকুর দেখল,হেরা একটা দূর পাহাড়ের দিকে যাওনের পথে একটা পুষকুনি দেখল,Mymensingh
পুকুরে খুবই সুন্দর একটি পাখি দেখতে পেলো,পুকুরে খুবই সুন্দর একটি পাখি দেখতে পেল,Mymensingh
আমরা তো পাখির মতো উড়তে পারিনা,আমরা তো পাখির মতো উড়তাম পারিনা।,Mymensingh
আমার দাঁত অনেক ব্যথা  করছে,আমার দাঁত মেলা ব্যথা করতাসে,Mymensingh
আমার মাথা অনেক ব্যথা  করছে,আমার মাথা মেলা ব্যথা করতাসে,Mymensingh
সোহাগ নামক একটি ছেলে ছিল,সোহাগ নামের একটা ছেড়া আসিল,Mymensingh
হাজারো স্মৃতি জড়িয়ে আছে এই গানের মধ্যে,হাজারটা স্মৃতি জড়ায়া আসে এই গানের মধ্যে,Mymensingh
এখন আমি কত বড় হয়ে গেছি,এহন আমি কত বড় হয়া গেসি,Mymensingh
এখন আবার একটা মেয়েকে অনেক ভালবাসি,এখন আবার একটা মাইয়ারে অনেক ভালবাসি,Mymensingh
কান্না এসে যায় এই গান শুনলে,কান্দন আইয়া যায় এই গান হুনলে,Mymensingh
জীবন থেকে কি করে এত তাড়াতাড়ি দিনগুলো কেঁটে গেল হিসাব মিলাতে পারিনা,জীবন থাইক্কা কি কইরা এত তাড়াতাড়ি দিনগুলা কাইটা গেল হিসাব মিলাইতে ফারিনা,Mymensingh
ভালোবাসা মানে তো মানুষের জীবন,ভালোবাসা মানে তো মানুষের জীবন,Mymensingh
এই ভালোবাসা না থাকলে মানুষের জীবনের সুখের আশা করাটাই ভুল,এই ভালবাসা না থাকলে মানুষের জীবনের সুখের আশা করনডাই ভুল,Mymensingh
কোন কিছুই খুব সহজে হারিয়ে যায় না,কোন কিছুই খুব সহজে হারিয়ে যায় না,Mymensingh
গল্পের কথা যখনই আসে তখনই আমাদের শিশুদের কথা মনে পড়ে,গল্পের কথা যহনই আসে তহনই আমরার শিশুরার কথা মনে ফড়ে,Mymensingh
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে,শিশুরা প্রধানত গল্প হুনতে মেলা ভালবাসে,Mymensingh
আমার মনে হয় আমাদের এখানে শেষ করা উচিত,আমার মনে হয় আমরার এহানে শেষ করন উচিত,Mymensingh
"যদি সময় পাওয়া যায়, আমরা আরো দেখবো","যদি সময় পাওয়ন যায়, আমরা আরো দেখবাম",Mymensingh
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো,আপনার সাথে দেহা হয়া আসলেই খুব ভালা লাগলো,Mymensingh
আমাকে এখন ঘুমাতে দিন,আমারে এহন ঘুমাইতে দেন,Mymensingh
আমি আপনার সাথে পরে দেখা করব,আমি আফনের সাথে পরে দেহা করবাম,Mymensingh
চলো পড়াশুনা করি,চল পড়াশুনা করি,Mymensingh
চলো একটা বিরতি নেই,চল একটা বিরতি নেই,Mymensingh
চলো বিশ্রাম নেয়া যাক,চল বিশ্রাম নেওয়ন যাক,Mymensingh
আমি কি দয়া করে এখানে আসতে পারি?,আমি কি দয়া কইরা এইহানে আইতে পারি?,Mymensingh
"যেহেতু সবাই এখানে আছে, আমাদের শুরু করা উচিত এখন","যেহেতু সবাই এইহানে আসে, আমারার শুরু করা উচিত এহন",Mymensingh
আমরা এখানে আছি আলোচনা করার জন্য,আমরা এইহানে আসি আলোচনা করার লাইজ্ঞা,Mymensingh
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,আমরা এইহানে আইজ উপস্থিত আসি কথা বলার লাইজ্ঞা,Mymensingh
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন?,আফনেরা কি বাংলা সিনেমা দেখতে ভালবাসেন?,Mymensingh
আমি আপনাকে ধন্যবাদ জানাতে চাই,আমি আফনেরে ধন্যবাদ জানাইতাম চাই,Mymensingh
আপনার জন্মদিন কবে?,আফনের জন্মদিন কবে?,Mymensingh
আপনি কি এখানে থাকতে পারেন?,আফনে কি এইহানে থাকতে ফারেন?,Mymensingh
আপনি কি কথা বলতে পারেন ইংরেজিতে?,আফনে কি কথা কইতে ফারেন ইংরেজিতে?,Mymensingh
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?,আফনে কি এই প্রশ্নের জবাব দিতে ফারবাইন?,Mymensingh
আমি আপনার জন্য অপেক্ষা করছি,আমি আফনের লাইজ্ঞা অপেক্ষা করতাসি,Mymensingh
আপনি কি বাংলা নাটক দেখতে পারেন?,আফনে কি বাংলা নাটক দেখতে পারেন?,Mymensingh
আপনি কি কোনো কবিতা লিখতে পারেন?,আফনে কি কুনো কবিতা লিখতে পারেন?,Mymensingh
আপনি কি এই বইটি পড়তে পারেন?,আফনে কি এই বইডা পড়তে পারেন?,Mymensingh
আপনি কি কোনো গানে নাচতে পারেন?,আফনে কি কুনো গানে নাচতে পারেন?,Mymensingh
তুই কি এই বইটি পড়তে পারিস?,তুইন কিতা এই বইডা পড়তে হারস?,Mymensingh
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই আমার সাথে একটা গান গাইতে পারবি?,Mymensingh
তুই আমার পাশে থাকতে চাস ?,তুই আমার লগে থাকতে চাস ?,Mymensingh
তুই কি এই সিনেমা দেখতে চাস ?,তুইন কিতা এই সিনেমা দেখতে চাস ?,Mymensingh
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুইন আমার লাইজ্ঞা কী ভালোবাসতে পারবি?,Mymensingh
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুইন কিতা কহনো বাংলাদেশে ঘুরতে গেসিলি?,Mymensingh
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুইন আমার লাইজ্ঞা কুনো সুন্দর উফহার কিনতা পারবি?,Mymensingh
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুইন কিতা এই গানডা হুনতে ভালবাসবি?,Mymensingh
তুই কি কখনো কবিতা লিখতে পারিস?,তুইন কিতা কহনো কবিতা লিখতে পারিস?,Mymensingh
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুইন আমার লগে কী ছবি তুলতে ফারবি?,Mymensingh
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুইন আমার কাসে এইতা কিসু শিখতে চাস ?,Mymensingh
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুইন কিতা আমার লাইজ্ঞা কিসু লিখতে ফারবি?,Mymensingh
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুইন কিতা আমার লগে বাংলায় কথা কইতে ফারবি?,Mymensingh
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুইন কিতা এই ইস্কুলে ফড়তে আইতে চাস ?,Mymensingh
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো ভালবাসার চেয়েও বেশি কিসু,Mymensingh
আমরা মেসিকে ঘৃণা করি না,আমরা মেসিরে ঘৃণা করি না,Mymensingh
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,আমি ফুটবলের বিশ্বকাপ দেখতাম যাইতাসি,Mymensingh
ফুটবল আমার প্রিয় খেলা,ফুটবল আমার প্রিয় খেলা,Mymensingh
আমি ফুটবল খেলতে ভালোবাসি,আমি ফুটবল খেলতাম ভালবাসি,Mymensingh
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,কলকাতার মোহনবাগানের ফুটবল দল মেলা জনপ্রিয়,Mymensingh
আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,আমি ফুটবল খেলতাম আমার বন্ধুরার সাথে যাইতাসি,Mymensingh
আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,আমার পসন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,Mymensingh
আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে,আমার বন্ধুরা সপ্তাহের মাঝে দুইডা ফুটবল ম্যাচ খেলতে পারে,Mymensingh
আমি ফুটবল খেলার জন্য প্রস্তুত,আমি ফুটবল খেলার লাইজ্ঞা প্রস্তুত,Mymensingh
আমার পছন্দের ফুটবল দল আর্জেন্টিনা,আমার পসন্দের ফুটবল দল আর্জেন্টিনা,Mymensingh
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জয় করসে ফ্রান্স,Mymensingh
আমি ফুটবলে একটি গোল করেছি,আমি ফুটবলে একটা গোল করসি,Mymensingh
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খেলা আমার জীবনের অংশ,Mymensingh
আমি প্রতিদিন ফুটবল খেলতে যাই,আমি প্রত্যেকদিন ফুটবল খেলতাম যাই,Mymensingh
বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,বার্সেলোনা ফুটবল ক্লাব মেলা জনপ্রিয়,Mymensingh
আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,আমি ফুটবল ম্যাচ দেখতাম মেলা ভালবাসি,Mymensingh
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারগুলা মেলা উচা মানের খেলোয়াড়,Mymensingh
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খেলার সময় আমি আনন্দ পাই,Mymensingh
আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,আমি ফুটবল ম্যাচগুলা দেখতাম ভালবাসি,Mymensingh
আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,আমি ফুটবল ম্যাচে উপস্থিত হইতাম চাই,Mymensingh
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ফুটবল দল বিশ্বসেরা,Mymensingh
আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,আমি ব্রাজিল ফুটবল দলরে সমর্থন করি,Mymensingh
ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,ব্রাজিল ফুটবল দল একটা শক্তিশালী দল,Mymensingh
ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,Mymensingh
আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,আমি আর্জেন্টিনা ফুটবল দলরে সমর্থন করি,Mymensingh
আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,আমি বাংলাদেশ ক্রিকেট দলরে সমর্থন করি,Mymensingh
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটা,Mymensingh
মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,মেঘনা নদী বাংলাদেশের একটা প্রধান নদী,Mymensingh
নীল নদী আফ্রিকার প্রধান নদীর একটি,নীল নদী আফ্রিকার প্রধান নদীর একটা,Mymensingh
নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,নীল আকাশের নিচে তোমার হাত ধরে হাইটটা যাইতাম চাই,Mymensingh
তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,তোমার সাথে নীল আকাশের নিচে বয়া গল্প করতাম চাই,Mymensingh
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,Mymensingh
আকাশের নীল রঙটি অসাধারণ,আকাশের নীল রঙডা অসাধারণ,Mymensingh
আকাশে তারাগুলি আমাদেরকে আশা দেয়,আকাশে তারাগুলা আমারারে আশা দেয়,Mymensingh
আকাশে মেঘের কারণে বৃষ্টি পড়ে,আকাশে মেঘের কারণে বৃষ্টি ফড়ে,Mymensingh
মাছগুলি পানির মধ্যে সুন্দর,মাছগুলা ফানির মধ্যে সুন্দর,Mymensingh
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে আমি খুশি,Mymensingh
আমি সকালে ঘুমিয়ে উঠি,আমি সকালে ঘুমায়া উঠি,Mymensingh
আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,আমার লাল রংগের গাড়িডা গতকালকে চুরি হয়া গেসে,Mymensingh
আমার বাসায়  গতকাল রাতে চুরি হয়েছে,আমার বাসায় গতকালকে রাইতে চুরি হইসে,Mymensingh
আমার গাড়ির রঙ হলো লাল,আমার গাড়ির রঙ হইলো লাল,Mymensingh
সহজ ভাষায় কথা বলা উচিত,সহজ ভাষায় কথা কওন উচিত,Mymensingh
আমি আপনার সঙ্গে আছি,আমি আফনের লগে আসি,Mymensingh
আমার আব্বু বিদেশে থাকে,আমার আব্বা বিদেশে থাহে,Mymensingh
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,আমার ছোডো ভাই দুই মাস বাদে বিদেশে পড়ালেহা করতে যাইব,Mymensingh
আমার বড় বোন আমাকে অনেক ভালবাসে,আমার বড় বইন আমারে মেলা ভালবাসে,Mymensingh
আমার বড় বোনকে আমি অনেক ভালবাসি,আমার বড় বোইনরে আমি অনেক ভালবাসি,Mymensingh
আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,আপনার বড় বোইনের কিতা বিয়া হয়া গেসে ?,Mymensingh
তোর বড় ভাইয়ের নাম কি ?,তর বড় ভাইয়ের নাম কি ?,Mymensingh
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,তর বড় ভাইয়ের লগে আমার বিয়া হওনের কথা চলতাসে,Mymensingh
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশে ঘুরতে যাওয়ন আমার স্বপ্ন,Mymensingh
আমি কখনই তোমাকে ভুলবো না,আমি কহনই তোমারে ভুলতাম না,Mymensingh
তুমি আমার জীবনের আলো,তুমি আমার জীবনের আলো,Mymensingh
সকালে পড়াশোনা করা ভালো উপায়,সকালে পড়াশুনা করা ভালা উপায়,Mymensingh
পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,পরীক্ষার লাইজ্ঞা সহালে পড়াশুনা করা ভালা হয়,Mymensingh
সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,সহালে পড়াশোনা কইরা প্রত্যেকদিন শুরু করা ভালা হয়,Mymensingh
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,সকালে পড়াশুনা কইরা আমি আরামে মনোযোগ দিতাম ফারি,Mymensingh
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,সকালের শুরুতেই পড়াশোনা শুরু করা ভালা,Mymensingh
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,মেলাদিন আগে এক গেরামে এক টুপি বিক্রেতা আসিন,Mymensingh
তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,হেয় একদিন পাশের গেরামে গিয়া টুপি বিক্রি করতাসিল,Mymensingh
তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,হেয় রাস্তা দিয়া হের গেরামের দিকে ফিরতাসিন,Mymensingh
সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,হেই সময় পাশ দিয়া একটা শিয়াল যাইতাসিল,Mymensingh
আমাকে সেখানে নিয়ে চলো,আমারে ওইহানে নিয়া চল,Mymensingh
এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,এরপর থাইক্কা হেরা দুইজনই সবজি বাগানে গিয়া পেট ভইরা খাওন খাইত,Mymensingh
এখন তুমি গান গাইতে পারবে না,এহন তুমি গান গাইতে পারতা না,Mymensingh
আমি গান গাইতে চাই,আমি গান গাইতাম চাই,Mymensingh
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,এহন যদি তুমি গান গাও তাইলে চাষী হুনতে পাইব,Mymensingh
একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,একদিন নদীর ধারে একটা গাসে কাঠ কাটনের সময় হের কুড়ালডা নদীর ফানির মধ্যে ফইড়া যায়,Mymensingh
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,আমার নীল আকাশ দেখতে অনেক ভালা লাগে,Mymensingh
তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,তোমার কিতা নীল আকাশ দেখতে ভালা লাগে ?,Mymensingh
আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,আমার পরীক্ষা দিতে একদমই ভালা লাগে না,Mymensingh
আপনার কি পরীক্ষা দিতে ভালো  লাগে ?,আফনের কি পরীক্ষা দিতে ভালা লাগে ?,Mymensingh
আপনি কেমন আছেন?,আফনে কেমত আসেন?,Mymensingh
আমি ভালো আছি,আমি ভালা আছি,Mymensingh
কী করছেন আপনি এখন?,কিতা করতাসুইন আফনে এহন?,Mymensingh
আমি একটি বই পড়ছি,আমি একটা বই পড়তাসি,Mymensingh
আপনি কী অন্যান্য বই পড়েছেন?,আফনে কিতা অন্যান্য বই পড়তাসেন?,Mymensingh
তুমি কি সরকারি চাকরি করছো?,তুমি কিতা সরকারি চাকরি করতাসো?,Mymensingh
আমি একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,Mymensingh
তুমি কি চাকরি করছো?,তুমি কিতা চাকরি করসো?,Mymensingh
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,আমি একজন প্রফেশনাল ব্লগার হয়া কাম করতাসি,Mymensingh
তুমি কোথায় চাকরি করছো?,তুমি কুনহানে চাকরি করতাসো?,Mymensingh
দূরে কোথাও যেখানে কেউ নেই ,দূরে কুনোখানে যেইহানে কেউ নাই ,Mymensingh
আমি কেন সবসময় কষ্ট পাই?,আমি কেরে বেগসময় কষ্ট পাই?,Mymensingh
আমার ভালোবাসায় কম কি ছিলো ?,আমার ভালোবাসায় কম কিতা আসিন?,Mymensingh
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,হেরা তিন ভাই আসিন কিন্তু তারার মদ্ধে মিল আসিন না,Mymensingh
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আফনে আমার সাথে এম্নে কথা কইতে ফারেন না,Mymensingh
আপনি  অনেক ভালো মানুষ ,আফনে মেলা ভালা মানুষ,Mymensingh
আমরা ঢাকায় থাকি ,আমরা ঢাকায় থাহি,Mymensingh
আমি ঢাকার মিরপুরে  থাকি ,আমি ঢাকার মিরপুরে থাহি,Mymensingh
আমি তার চোথের মায়ায় পড়েছি ,আমি হের চোক্ষের মায়ায় পড়সি,Mymensingh
তার হাসি অনেক সুন্দর,হের হাসি মেলা সুন্দর,Mymensingh
সে তার পরিবারকে ভালবাসে ,হেয় হের পরিবাররে ভালবাসে,Mymensingh
তার জন্য আমি সব কিছু করতে পারি ,হের লাইজ্ঞা আমি বেগ কিসু করতাম ফারি,Mymensingh
আমি তাকে ভালবাসি ,আমি হেরে ভালবাসি,Mymensingh
তার চুলগুলি অনেক লম্বা,হের চুলগুলা মেলা লম্বা,Mymensingh
তাকে কাজল দিলে অনেক ভালো লাগে,তারে কাজল দিলে মেলা ভালা লাগে,Mymensingh
তুমি কি আমায় ভালোবাসো না? ,তুমি কিতা আমারে ভালোবাস না?,Mymensingh
তুমি বুঝো না কেন ?,তুমি বুঝো না কেরে ?,Mymensingh
সে গান গাইতে পছন্দ করে ,হেয় গান গাইতে পসন্দ করে,Mymensingh
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,হেয় যেই মাইয়াডারে ভালবাসে হেই মাইয়াডা ঢাকায় থাহে,Mymensingh
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,আফনে যেই ছেড়াডারে ভালবাসেন সেই ছেড়াডা কি আফনেরে ভালবাসে ?,Mymensingh
সে একটি গাড়ি চুরি করেছে,হেয় একটা গাড়ি চুরি করসে,Mymensingh
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,আমি তোমার লগে দুনিয়াডা ঘুইরা আসতাম চাই,Mymensingh
কিন্তু আমিতো তোমার সাথে যাবো না ,কিন্তু আমিতো তোমার লগে যাইতাম না,Mymensingh
তোমার কথা শুনে খুব ভালো লাগলো ,তোমার কথা হুইন্না মেলা ভালা লাগল,Mymensingh
তোমার ভালো না লাগলে কিছু করার নাই ,তোমার ভালা না লাগলে কিসু করনের নাই,Mymensingh
ছবি তোলার পর আমাকে কেমন লাগে? ,ছবি তুলনের পর আমারে কেমত লাগে?,Mymensingh
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,আমি আজকে অনেকদিন পর হের সাথে কথা কইসি,Mymensingh
সে দেখতে অনেক সুন্দর ,হেয় দেখতে মেলা সুন্দর,Mymensingh
কিন্তু সৌন্দর্যই সবকিছু না,কিন্তু সৌন্দর্যই বেগকিনু না,Mymensingh
তার চোখ হরিণের মতো,হের চোখ হরিণের লাহান,Mymensingh
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,একটা ছেড়ি আর একটা ছেড়া একসাথে খেলতাসে,Mymensingh
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,কালা কুত্তাডা ঘাসের মধ্যে দিয়া ছুটতাসে,Mymensingh
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,একটা কালা কুত্তা ঘাসের মধ্যে দৌড়াইতাসে,Mymensingh
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,একটা ছোড কালা কুত্তা ঘাসের মধ্যে শুয়া আসে,Mymensingh
একদল মহিলা রাস্তায় হাঁটছে,একদল বেডি রাস্তায় হাঁটতাসে,Mymensingh
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,দরজার কাসে দুইজন বয়া গিটার বাজাইতাসে,Mymensingh
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,ফুটপাতে একসাথে হাঁটতাসেন তিন বেডি,Mymensingh
আম্মুর জন্য বেশি খারাপ লাগছে,আম্মার লাইজ্ঞা বেশি খারাপ লাগতাসে,Mymensingh
আমাদের পরিবারে  আম্মুর অবদানই বেশি বলে আমি মনে করি,আমারার পরিবারে আম্মার অবদানই বেশি বইল্লা আমি মনে করি,Mymensingh
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে  শেষ করলাম,তোমরার লাইজ্ঞা কিসু করতাম তো ফারলামই না উলডা পরিবাররে শেষ করলাম,Mymensingh
"সবসময় ভয়ে ভয়ে থাকতাম, গলা দিয়ে খাবার নামতো না","বেগসময় ভয়ে ভয়ে থাকতাম, গলা দিয়া খাওন নামতো না",Mymensingh
শেষ করলাম সবকিছু,শেষ করলাম বেগকিসু,Mymensingh
"যদিও ক্ষমার যোগ্য না আমি, পারলে ক্ষমা করে দিয়েন","যদিও মাফের যোগ্য না আমি, পারলে মাফ কইরা দিয়েন",Mymensingh
আপনাদের অযোগ্য সন্তান,আফনেরার অযোগ্য সন্তান,Mymensingh
আল্লাহ রহমতের বৃষ্টি দাও,আল্লাহ রহমতের বৃষ্টি দেও,Mymensingh
