standard_text,dialect_text,dialect
"যেহেতু সবাই এখানে আছে, আমাদের শুরু করা উচিত এখন","যেহেতু বেজ্ঞুনে ইয়ানে আছে, আমগোর শুরু করা উচিন অন",Noakhali
আমরা এখানে আছি আলোচনা করার জন্য,আন্ডা ইয়ানে আছি আলোচনা করার লাই,Noakhali
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,আন্ডা ইয়াানে আইজ্জা হাজির হইছি কতা কইবের লাই,Noakhali
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন?,আন্নে কি বাংলা সিনেমা দেখতে ভালোবাসেন?,Noakhali
আমি আপনাকে ধন্যবাদ জানাতে চাই,আই আন্নেরে ধন্যবাদ দিতাম চাই,Noakhali
আপনার জন্মদিন কবে?,আন্নের জন্মদিন ক্যত্ত্বে?,Noakhali
আপনি কি এখানে থাকতে পারেন?,আন্নে কি ইয়ানে থ্যাইকতে হারেন?,Noakhali
আপনি কি কথা বলতে পারেন ইংরেজিতে?,আন্নে কি কতা ক্যইতে হারেন ইংলিশে?,Noakhali
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?,আন্নে কি এ প্রশ্নের জবাব দিতে হ্যাইরবেন?,Noakhali
আমি আপনার জন্য অপেক্ষা করছি,আই আন্নের লাই অপেক্ষা করিয়ের,Noakhali
আপনি কি বাংলা নাটক দেখতে পারেন?,আন্নে কি বাংলা নাটক দেকতে হারেন?,Noakhali
আপনি কি কোনো কবিতা লিখতে পারেন?,আন্নে কি কোনো কবিতা ল্যিকতে হারেন?,Noakhali
আপনি কি এই বইটি পড়তে পারেন?,আন্নে কি এ বইগা হড়তে হারেন?,Noakhali
আপনি কি কোনো গানে নাচতে পারেন?,আন্নে কি কোনো গানে ন্যাইচতে হারেন?,Noakhali
তুই কি এই বইটি পড়তে পারিস?,তুই কি এ বইগা হড়তে হারিস?,Noakhali
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই আর লগে এজ্ঞা গান গাইতে হ্যাইরবি?,Noakhali
তুই আমার পাশে থাকতে চাস ?,তুই আর লগে থাকতে চাস?,Noakhali
তুই কি এই সিনেমা দেখতে চাস ?,তুই কি এ ছিনেমা দ্যেকতে চাস?,Noakhali
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুই আর লাই কি ভালোবাসতে হ্যাইরবি?,Noakhali
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুই কি কোনো দিন বাংলাদেশে ঘুইরবের লাই গেছেলি?,Noakhali
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুই আর লাই কোনো সুন্দর উপহার ক্যিনতে হ্যাইরবি?,Noakhali
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুই কি এ গানগা হুইনতে ভালোবাসবি?,Noakhali
তুই কি কখনো কবিতা লিখতে পারিস?,তুই কি কোনদিন কবিতা ল্যিকতে হ্যারবি?,Noakhali
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুই আর লগে কি ছবি ত্যুইলতে হ্যাইরবি ?,Noakhali
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুই আর কাছে এসব কিছু শিখতে চাস?,Noakhali
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুই কি আর লাই কিছু ল্যিকতে হ্যাইরবি?,Noakhali
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুই কি আর লগে বাংলায় কতা কইতে হ্যাইরবি ? ,Noakhali
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুই কি এ ইস্কুলে হড়বের লাই আইতে চাস?,Noakhali
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো ভালোবাসার তুনও বহুত কিছু,Noakhali
আমরা মেসিকে ঘৃণা করি না,আন্ডা মেসিরে ঘিণা করি না,Noakhali
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,আই ফুটবলের বিশ্বকাপ দেকতাম যাইয়ের,Noakhali
ফুটবল আমার প্রিয় খেলা,ফুটবল আর ফ্রিয় খেলা,Noakhali
আমি ফুটবল খেলতে ভালোবাসি,আই ফুুটবল খেলতে ভালোবাসি,Noakhali
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,কলকাতা মোহনবাগানের ফুটবল দল বহুত জনপ্রিয়,Noakhali
আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,আই ফুটবল খেলতে আর বন্ধুগোর লগে যাইয়ের,Noakhali
আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,আর ফছন্দের ফুটবল খেলোয়ার লিওনেল মেসি,Noakhali
আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে, আর বন্ধুরা  সপ্তাহের ভিত্ত্বে দুইগা ফুটবল ম্যাচ খেলতে হারে,Noakhali
আমি ফুটবল খেলার জন্য প্রস্তুত,আই ফুটবল খেলার লাই প্রস্তুত,Noakhali
আমার পছন্দের ফুটবল দল আর্জেন্টিনা,আর ফছন্দের ফুুটবল দল আর্জেন্টিনা,Noakhali
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুুটবল ম্যাচে বিশ্বকাপ জিতছে  ফ্রান্স,Noakhali
আমি ফুটবলে একটি গোল করেছি,আই ফুটবলে ইজ্ঞা গোল ক্যইচ্ছি,Noakhali
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খেলা আর জীবনের অংশ,Noakhali
আমি প্রতিদিন ফুটবল খেলতে যাই,আই হইত্যদিন ফুটবল খেলতাম যাই,Noakhali
বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,বার্সেলোনা ফুটবল ক্যালাব বহুত জনপ্রিয়,Noakhali
আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,আই ফুটবল  ম্যাচ দেকতে বহুত ভালোবাসি,Noakhali
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারঅগল বহুত ভালা মানের খেলোয়াড়,Noakhali
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খেলার সময়  আই আনন্দ হাই,Noakhali
আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,আই ফুটবল ম্যাচগুন দেকতে ভালোবাসি,Noakhali
আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,আই ফুটবল ম্যাচে থ্যাইকতাম চাই,Noakhali
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ফুটবল দল বিশ্বসেরা,Noakhali
আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,আই ব্রাজিল ফুটবল দলরে সমর্থন করি,Noakhali
ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,ব্রাজিল ফুটবল দল ইজ্ঞা শক্তিশালী দল,Noakhali
ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,ব্রাজিল ফুটবল দল বিশ্বকাপ স্যাম্পিয়ন,Noakhali
আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,আই আর্জেন্টিনা ফুটবল দলরে সমর্থন করি,Noakhali
আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,আই বাংলাদেশ ক্রিকেট দলরে সমর্থন করি,Noakhali
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের ভিত্ত্বে ইজ্ঞা,Noakhali
মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,মেঘনা নদী বাংলাদেশের ইজ্ঞা ফদান নদী,Noakhali
নীল নদী আফ্রিকার প্রধান নদীর একটি,নীল নদী আফ্রিকার ফদান নদীর ইজ্ঞা,Noakhali
নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,নীল আকাশের তলে দি তোয়ার আত ধরি আডি যাইতাম চাই,Noakhali
তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,তোয়ার লগে নীল আকাশের তলে ব্যই গল্প ক্যইরতাম চাই,Noakhali
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুন্নার  সবচাইতে বড্ডা নদী হিসাবে হরিচিত,Noakhali
আকাশের নীল রঙটি অসাধারণ,আকাশের নীল রঙগা অসাধারণ,Noakhali
আকাশে তারাগুলি আমাদেরকে আশা দেয়,আকাশে তারাগুন আঙ্গোরে আশা দ্যেয়,Noakhali
আকাশে মেঘের কারণে বৃষ্টি পড়ে,আকাশে মেঘের কারণে বৃষ্টি হরে,Noakhali
মাছগুলি পানির মধ্যে সুন্দর,মাছগুন হানির ভিত্ত্বে সুন্দর,Noakhali
তুমি এখানে থাকলে আমি খুশি,তুওই ইয়ানে থ্যাইকলে আই খুশি,Noakhali
আমি সকালে ঘুমিয়ে উঠি, আই সকালে ঘুমের তুন উডি,Noakhali
আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,আর লাল রঙ্গের গায়ইগা গতকাইল্লা চুরি হই গেছে,Noakhali
আমার বাসায়  গতকাল রাতে চুরি হয়েছে,আর বাসাত গতকাইল্লা রাইতে চুরি হইছে,Noakhali
আমার গাড়ির রঙ হলো লাল, আর গায়ইয়ের রঙ্গ হইলো লাল,Noakhali
সহজ ভাষায় কথা বলা উচিত,সোজা ভাষায় কতা  কন উচিত,Noakhali
আমি আপনার সঙ্গে আছি,আই আন্নের লগে আছি,Noakhali
আমার আব্বু বিদেশে থাকে,আর আব্বা বিদ্যেসে থ্যায়,Noakhali
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,আর ছোডো ভাই দুই মাস হরে বিদ্যেসে হড়ালেয়া কইরতো যাইবো,Noakhali
আমার বড় বোন আমাকে অনেক ভালবাসে,আর বড্ডা বইন আরে বহুত ভালোবাসে,Noakhali
আমার বড় বোনকে আমি অনেক ভালবাসি,আর বড্ডা বইনরে আই বহুত ভালোবাসি,Noakhali
আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,আন্নের বড্ডা বইনের কি বিয়া ঐ গেছে?,Noakhali
তোর বড় ভাইয়ের নাম কি ?,তোর বড্ডা ভাইয়ের নাম কিয়া?,Noakhali
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,তোর বড্ডা ভাইয়ের লগে আর বিয়া ঐবের কতা চলের,Noakhali
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদ্যেসে ঘ্যুইরতে যাইবের আর স্বপ্ন,Noakhali
আমি কখনই তোমাকে ভুলবো না,আই কোনোদিন তোওয়ারে ভ্যুইলতাম ন,Noakhali
তুমি আমার জীবনের আলো,তুওই আর জীবনের আলো,Noakhali
সকালে পড়াশোনা করা ভালো উপায়,বেয়ানে হড়ালেয়া করা বালা উপায়,Noakhali
পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,হরীক্ষার লাই বেয়ানে হড়ালেয়া করা বালা হয়,Noakhali
সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,বায়ানে হড়ালেয়া করি হত্যদিন শুরু করা ভালা অয়,Noakhali
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,বেয়ানে হড়ালেয়া  করি আই আরামে মনোযোগ দিতাম হারি,Noakhali
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,বেয়ানের শুরুতে হড়ালেয়া শুরু করা বালা,Noakhali
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,বহুত দিন আগে এক গ্যেরামে এক টুপি ব্যেচইয়া আছিল,Noakhali
তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,হেতেন একদিন লগের গ্যেরামে যাই টুপি ব্যচতেছিলেন,Noakhali
তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,হেতেন হ্যতে দি হেতেনের গ্যেরামের মুই হিরের,Noakhali
সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,হে সময় লগে দি এক শিয়াল যার,Noakhali
আমাকে সেখানে নিয়ে চলো,আরে হিয়ানে লোই চল,Noakhali
এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,এরহর তুন হেতেরা দোনোগা সবজি বাগানে যাই হেড ভৌরি খানা খাইতো,Noakhali
এখন তুমি গান গাইতে পারবে না,অন তুই গান গাইতে হ্যাইত্যি ন,Noakhali
আমি গান গাইতে চাই,আই গান গাইতাম চাই,Noakhali
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,অন যদি তুুই গান গাস চাইলে চাইষ্যা হুনত্বে হাইর বো,Noakhali
একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,একদিন নদীর ধারে ইজ্ঞা গাছে কাঠ কাডার সময় হেতের কুড়ালগা নদীর হানির ত্ত্বে হডি যায়,Noakhali
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,আর নীল আকাশ দেকতে বহুত বালা লাগে,Noakhali
তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,তোইয়ার কি নীল আকাশ দেকতে বালা লাগে?,Noakhali
আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,আর হরিক্ষা দিতে এক্কেরে বালা লাগে না ,Noakhali
আপনার কি পরীক্ষা দিতে ভালো  লাগে ?,আন্নের কি হরিক্ষা দিতে বালা লাগে ?,Noakhali
আপনি কেমন আছেন?,আন্নে ক্যেচ্চা আছেন?,Noakhali
আমি ভালো আছি,আই ভালা আছি,Noakhali
কী করছেন আপনি এখন?,কিয়া করেন আন্নে অন?,Noakhali
আমি একটি বই পড়ছি,আই ইজ্ঞা বই হরিয়ের,Noakhali
আপনি কী অন্যান্য বই পড়েছেন?,আন্নে কি অন্যকোনো বই হড়েছেন?,Noakhali
তুমি কি সরকারি চাকরি করছো?,তুওই কি সরকারি চ্যওরি কৌইচ্চ?,Noakhali
আমি একজন সরকারি কর্মকর্তা,আই একজন সরকারি কর্মকর্তা ,Noakhali
তুমি কি চাকরি করছো?,তুউই কি চাকরি করোয়ের,Noakhali
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,আই একজন প্রফেশনাল ব্লগার অই কাজ করিয়ের,Noakhali
তুমি কোথায় চাকরি করছো?,তূউই কোনাই চাকরি করোএর,Noakhali
দূরে কোথাও যেখানে কেউ নেই ,দূরে কোনআনে যিয়ানে কেউ নাই,Noakhali
আমি কেন সবসময় কষ্ট পাই?,আই কিল্লাই সবসময় কষ্ট হাই,Noakhali
আমার ভালোবাসায় কম কি ছিলো ?,আর ভালোবাসাত কম কিয়া আছিলো,Noakhali
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,হেতারা তিন ভাই আছিলো কিন্তু হেতাগো মইধ্যে মিল আছিলো না ,Noakhali
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আন্নে আর লগে এইক্কান করি কতা কইতে হারেন না ,Noakhali
আপনি  অনেক ভালো মানুষ ,আন্নে অনেক ভালা মানুষ ,Noakhali
আমরা ঢাকায় থাকি ,আমরা ঢাকাত থাই,Noakhali
আমি ঢাকার মিরপুরে  থাকি ,আই ঢাকার মিরফুরে থাই,Noakhali
আমি তার চোথের মায়ায় পড়েছি ,আই হেতির চোখের মায়ায় হড়ছি,Noakhali
তার হাসি অনেক সুন্দর,হেতির হাসি মেলা সুন্দর ,Noakhali
সে তার পরিবারকে ভালবাসে ,হেতি তার পরিবার রে ভালোবাসে,Noakhali
তার জন্য আমি সব কিছু করতে পারি ,তাই জইন্য আর বেক কিছু কইরতাম হারি,Noakhali
আমি তাকে ভালবাসি ,আই হেতিরে ভালোবাসি ,Noakhali
তার চুলগুলি অনেক লম্বা,হেতির চুলগুন মেলা লম্ফা,Noakhali
তাকে কাজল দিলে অনেক ভালো লাগে,হেতিরে কাজল দিলে মেলা ভাল্লাগে ,Noakhali
তুমি কি আমায় ভালোবাসো না? ,তুউই কি আরে ভালোবাসো না ,Noakhali
তুমি বুঝো না কেন ?,তুউই বুজো না কিল্লাই,Noakhali
সে গান গাইতে পছন্দ করে ,হেতে গান গাইতাম হছন্দ করে,Noakhali
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,হেতে যেই মাইয়ারে ভালোবাসে হেই মাইয়া ঢাকয় থায় ,Noakhali
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,আন্নে যেই হোলারে ভালোবাসেন হেই হোলা .ও কি আন্নেরে ভালোবাসে,Noakhali
সে একটি গাড়ি চুরি করেছে,হেতে এককান গারি ছুরি কইচ্ছে ,Noakhali
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,আই তোয়ার লগে পিথিবি ঘুইরতাম চাই,Noakhali
কিন্তু আমিতো তোমার সাথে যাবো না ,কিন্তু আই তোয়ার লগে যাইত্তান্ন,Noakhali
তোমার কথা শুনে খুব ভালো লাগলো ,তোয়ার কতা হুনি ভালা লাইগল,Noakhali
তোমার ভালো না লাগলে কিছু করার নাই ,তোয়ার ভালা না লাইগলে কিছু কইরবার নাই,Noakhali
ছবি তোলার পর আমাকে কেমন লাগে? ,ছবি তুইলবার হর আরে কেইক্কান লাগে,Noakhali
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,আই আজগা মেলা দিন হর হেতের লগে কতা কইয়ের,Noakhali
সে দেখতে অনেক সুন্দর ,হেতি দেইখতে মেলা সুন্দর ,Noakhali
কিন্তু সৌন্দর্যই সবকিছু না,কিন্তু সৌন্দর্যই বেক কিছু না,Noakhali
তার চোখ হরিণের মতো,হিগার চোক হরিনের লায়ান,Noakhali
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,এগগা মাইয়া আর এগগা হোলা একলগে খেলেয়র,Noakhali
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,কালা কুত্তাগা ঘাসের ভিত্তে দি ছুডেয়ের,Noakhali
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,এগগা কালা কুইত্তা দৌড়ায়ায়,Noakhali
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,এগগা ছোড কালা কুইত্তা ঘাসের ভিত্তে হুতি রইছে,Noakhali
একদল মহিলা রাস্তায় হাঁটছে,একদল ময়িলা রাস্তাত আডের,Noakhali
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,দরজার কাছেদি দুইজন বসি গিটার বাজার,Noakhali
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,হুডহাতে একত্তরে আডের তিন মইলা,Noakhali
আম্মুর জন্য বেশি খারাপ লাগছে,মার লাই বেশি খারাপ লাগের,Noakhali
আমাদের পরিবারে  আম্মুর অবদানই বেশি বলে আমি মনে করি,আংগোর হরিবারে আর মার অবদান এ বেশি আই মনে করি,Noakhali
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে  শেষ করলাম,তোংগোর লাই তো কিছু কইরতাম এ হাইরলাম এ না উল্ডা হরিবার আনরে শেষ কইরলাম,Noakhali
"সবসময় ভয়ে ভয়ে থাকতাম, গলা দিয়ে খাবার নামতো না",বেক সময় বয়ে বয়ে থাইকতাম গলা দি খাবার নাইমত না,Noakhali
শেষ করলাম সবকিছু,শেষ কইরলাম সবকিছু ,Noakhali
"যদিও ক্ষমার যোগ্য না আমি, পারলে ক্ষমা করে দিয়েন",যদিও ক্ষমার অযোইগ্যা হিয়ার হরেও আরে ক্ষমা করি দিয়েন ,Noakhali
আপনাদের অযোগ্য সন্তান,আন্নেগোর অযোইগ্যা সন্তান,Noakhali
আল্লাহ রহমতের বৃষ্টি দাও,আল্লাহ রহমতের বৃষ্টি দেন,Noakhali
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,বৃষ্টির লাই ঢাকাত কোনআনে নামাজ হড়া অইবনি,Noakhali
পানির জন্য হাহাকার আর ভালো লাগছে না,হানির লাই হাহাকার আর ভালা লাগের না,Noakhali
উত্তরাতে আমাদের ভবনে  কোনোভাবেই পানি পাচ্ছি না আমরা,উওরাত আংগো ভবনে কোনভাবেই হানি হাইয়ের না আমরা,Noakhali
শুধু এক গাড়ি পানি হলেও ২টা দিন চলা যেতো,হুদা এক গাড়ি হানি অইলেও দুইদিন চলি যাইত,Noakhali
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,কোনো ভাবেই ওয়াশা হানি দেয়র না,Noakhali
কি করতে পারি বলুন এখন?,কিয়া কইরতাম হারি কন অন,Noakhali
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,কারোন ছাড়া নইলে থাকন যায় হানি ছাড়া কেন্নে থায় মানুষ ,Noakhali
আজকে জুম্মার দিন ,আইজগা জুম্মার দিন,Noakhali
আমি শুক্রবার অনেক সকালে উঠি ,আই শুক্কুরবার সকালে উডি,Noakhali
সে অনেক বেলা করে ঘুমায় ,হিগা মেলা বেলা করি ঘুমায়,Noakhali
সে আমাকে একটি উপহার দিয়েছে ,হেতে আরে এককান উফহার দিছে ,Noakhali
আজকে আমার জন্মদিন ,আইজগা আর জন্মদিন ,Noakhali
আমার বয়স বেশি না,আর বয়স বেশি না,Noakhali
তার চেয়ে আমি দেখতে সুন্দর ,তার তুন আই দেখতে সুন্দর ,Noakhali
এইবার কুরবানিতে লাল গরু কিনবো ,এবারগা কোরবানিত লাল গরু কিনিয়ুম,Noakhali
সবকিছু একসাথে করা সম্ভব না ,বেককিছু একলগে করন সম্ভব না,Noakhali
তুমি বিয়ে করছো না কেন?,তুউই বিয়া করোয়ের না কিল্লাই,Noakhali
ভালো মেয়ে পাচ্ছি না ,ভালা মাইয়া হাইয়ের না ,Noakhali
ঘড়িতে কয়টা বাজে? ,ফড়িত কটা বাজে,Noakhali
আজকে দুপুরে আমাদের দাওয়াত আছে ,আইজগা দুফুরে আংগোর দাওয়াত আছে,Noakhali
সবাই কেমন আছো?,বেগ্গুন কেইক্কান আছে,Noakhali
আজকে কত তারিখ?,আইজগা কত তারিখ ,Noakhali
মন ভালো করতে তোমরা কি কর?,মন ভালা কইরতাম তোয়রা কিয়ারো,Noakhali
আমি মাঝেমধ্যে গান শুনি,আই মাজে মাইধ্যে গান হুনি,Noakhali
আজকাল পড়াশোনার চাপ অনেক বেশি,আইজকাল হরাশোনা চাপ মেলা বেশি ,Noakhali
তোমরা কি গল্পের বই পড়তে পছন্দ কর?,তোমারা কী গল্পের বই হইড়তাম হছন্দ করো,Noakhali
তোমাদের প্রিয় লেখক কে ?,তোয়ার প্রিয় লেখক কে,Noakhali
আমার প্রিয় লেখক হুমায়ুন আহমেদ,আয হিয় লেখক হুমাইয়ন আহমেদ,Noakhali
ফুটবলে তোমাদের প্রিয় দল কোনটি?,ফুটবলে তোংগ প্রিয়দল কোনআন,Noakhali
ব্রাজিল ফুটবলের সেরা দল,ব্রাজিল ফুটবলের সেরা দল,Noakhali
শুক্র এবং শনি সাপ্তাহিক ছুটির দিন,শুক্কুরবার আর শনিবার আংগো সাপ্তায়িক ছুডি,Noakhali
রবিবার থেকে আমাদের বিশ্ববিদ্যালয় ক্লাস শুরু,রবিবারের তুন আংগো বিশ্ববিদ্যালয়ের কেলাস শুরু,Noakhali
তুমি ঢাকার কোথায় থাকো?,তুউই ঢাকার কোনাই থাকো,Noakhali
তোমাদের গ্রামের বাড়ি কোথায়?,তোমাদের গেরামের বাড়ি কোনাঈ,Noakhali
তুমি কি সাঁতার জানো?,তুউই কি হাসর জানো,Noakhali
তুমি কোন ক্লাসে পড়ো?,তুউই কোন ক্লাছে হড়ো,Noakhali
বাংলাদেশের প্রধানমন্ত্রীর নাম কি?,বাংলাদেশ এর হোদানযন্রীর নাম কিয়া,Noakhali
বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,বাংলাদেশ এর বর্তমান হোদানমন্ত্রী শেক হাসিনা,Noakhali
অনেক বড়লোক হতে চাই,মেলা টেয়া হইসার মালিক অইতাম চাই,Noakhali
তুমি কোন বিষয় পড়াশোনা করছো?,তুউই কোন বিষয় লই হড়াশোনা কইরতেয়াছো,Noakhali
বাহিরে প্রচুর গরম পড়েছে,বাইরে অনেক গরম হইডছে,Noakhali
আজকে সারাদিন বৃষ্টি হয়েছে,আইজগা হারাদিন বৃষ্টি অইছে,Noakhali
ফেসবুক একটি জনপ্রিয় যোগাযোগ মাধ্যম,ফেসবুক এককান জনপ্রিয় যোগাযোগ মাধ্যম ,Noakhali
জীবনে উন্নতি করতে গেলে অনেক সময় অনেক বাঁধার সম্মুখীন হতে হয়,জীবনে উন্নতি কইরতাম গেলে মেলা সময় মেলা কিছুর সম্মুখীন অইতে অয়,Noakhali
সকল বাধা পেরিয়ে জীবনে সফল হতে হবে,বেক বাধা হিছে হালাই জিবনে সফল অইতে অইব ,Noakhali
আমি চা খেতে পছন্দ করি,আই চা খাইতাম হছন্দ করি,Noakhali
তাের বইটা কি আমাকে দিতে পারিস? ,তোর বইয়ান কি আরে দিতে হারস,Noakhali
তােকে ধন্যবাদ এমন ভালাে একটি বইয়ের খোজ দেওয়ার জন্য,তোরে ধন্যবাদ এইক্কান ভালা এককান বইয়ের খোজ দেওনের লাই,Noakhali
অসাধারণ একটি বই পড়েছি,অসাধারণ এককান বই হইড়ছি ,Noakhali
এবারের ছুটিতে কক্সবাজার যাবো,এইবার ছুটিতে কক্সবাজারে যাইয়ুম,Noakhali
আমি আমার গ্রামের বাড়ি যাব ঠিক করেছি ,আই আর গ্রামের বাড়ি যাইয়ুম ঠিক কইচ্ছি,Noakhali
গ্রামের প্রকৃতি অনেক সুন্দর,গেরামের প্রকৃতি মেলা সুন্দর ,Noakhali
নদীর দুপাড়ের মনোরম দৃশ্যে চোখ জুড়িয়ে যায় ,নদীর দুই হাসে মনোরম দৃশ্য দেই চোখ জুড়াই যায়,Noakhali
তোমার মূল্যবান বক্তব্যের জন্য তোমাকে অনেক ধন্যবাদ ,তোয়ার মূইল্যবান বক্তিব্যর লাই তোয়ারে মেলা ধন্যবাদ ,Noakhali
তোমাদের সকলের দোয়া চাই,তোংগোর বেকের দোয়া চাই,Noakhali
সময় যেন আজ আর কাটছেই না ,সময় কিল্লাই আইজ আর কাডের না,Noakhali
ছোটোবেলা থেকেই আমার সাইকেল চালানোর অভ্যাস,ছোডবেলা ধরিয়ে এ আর সাইকেল চালানির অভ্যাস,Noakhali
স্কুলেও সাইকেল চালিয়ে যেতাম মাঝে মাঝে ,স্কুলেও সাইকেল চালাই যাইতাম মাঝে মধ্যে ,Noakhali
ক্লাসে আজ কিছুতেই মন বসছে না ,কেলাসে আইজ কোনভাবেই মন বইয়ের না,Noakhali
ছয় ঋতুর দেশ বাংলাদেশ,ছয় ঋতুর বাংলাদেশ ,Noakhali
বিদ্যুৎবিহীন ঘরে মােমবাতি জ্বেলে বসে আছি, কারোনছাড়া ঘরেরভিত্তে মোমবাতি জালাই বই রইছি,Noakhali
তােমার বাসায় বিদ্যুৎ থাকতে পারে তাই এদিকে চলে এলাম,তোয়ার বাসাত বিদ্যুৎ থাইকতাম হারে হেটার লাই এইয়ানে চলি আইলাম,Noakhali
হঠাৎ করে বিদ্যুৎ চলে গেল,হঠাৎ করি কারোন চলি গেছে,Noakhali
আধুনিক সভ্যতাকে বিজ্ঞান উপহার দিয়েছে অনেক কিছু,আদুনিক সভ্যতারে বিজ্ঞান উপহার দিছে যেল কিছু ,Noakhali
