standard_text,dialect_text,dialect
আমার মাথা অনেক ব্যথা  করছে,মোর মাথায় একছের ব্যতা করতেয়াছে,Barishal
সোহাগ নামক একটি ছেলে ছিল,সোহাগ নামের এউক্কা পোলা আল্লেহ,Barishal
হাজারো স্মৃতি জড়িয়ে আছে এই গানের মধ্যে,হাজারো স্মৃতি জড়াইয়া আছে এই গানডার মইধ্যে,Barishal
এখন আমি কত বড় হয়ে গেছি,মুই এহন বেমালা বড় হইয়া গেছি,Barishal
এখন আবার একটা মেয়েকে অনেক ভালবাসি,এহন আবার একটা মাইয়ারে বেমালা ভালবাসি,Barishal
কান্না এসে যায় এই গান শুনলে,কান্দন আইয়া পরে এই গানডা হোনলেই,Barishal
জীবন থেকে কি করে এত তাড়াতাড়ি দিনগুলো কেঁটে গেল হিসাব মিলাতে পারিনা,জীবন দিয়া ক্যাম্নে এত হওালে দিন গুলান কাইট্টা গ্যালে হিসাব মিলাইত পারিনা,Barishal
ভালোবাসা মানে তো মানুষের জীবন,ভালোবাসা মানেই হইলে মানের জীবন,Barishal
এই ভালোবাসা না থাকলে মানুষের জীবনের সুখের আশা করাটাই ভুল,এই ভালোবাসা না থাকলে মানের জীবনে সুখের আশা করাডাই ভুল,Barishal
কোন কিছুই খুব সহজে হারিয়ে যায় না,কোন কিছুই এক্কালে সহজে হারাইয়া যায় না,Barishal
গল্পের কথা যখনই আসে তখনই আমাদের শিশুদের কথা মনে পড়ে,কেসসা কতা জহনই আয় তহনই মোগো গেদুগো কতা মনে পড়ে,Barishal
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে,গেদুরা আসলে কেসসা হোনতে একছের ভালোবাসে,Barishal
আমার মনে হয় আমাদের এখানে শেষ করা উচিত,মোর মনে হয় মোগো এইহানে শ্যাষ করা উচিত,Barishal
"যদি সময় পাওয়া যায়, আমরা আরো দেখবো","যদি সময় পাওন যায়, মোরা আরো দেহুম",Barishal
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো,আম্নের লগে দেহা হইয়া আসলেই খুব ভাল লাগজে,Barishal
আমাকে এখন ঘুমাতে দিন,মোরে এহন ঘুমাইতে দ্যান,Barishal
আমি আপনার সাথে পরে দেখা করব,মুই আম্মের লগে পরে দেহা করমু,Barishal
চলো পড়াশুনা করি,লও পড়াশুনা করি,Barishal
চলো একটা বিরতি নেই,লও একখান বিরতি লই,Barishal
চলো বিশ্রাম নেয়া যাক,লও জিরাইয়া নেওয়া জাউক,Barishal
আমি কি দয়া করে এখানে আসতে পারি?,মুই কি দয়া কইররা এইহানে আইতে পারি?,Barishal
"যেহেতু সবাই এখানে আছে, আমাদের শুরু করা উচিত এখন","যেহেতু বেবাক এইহানে আছে, মোগো শুরু করা উচিত এহন",Barishal
আমরা এখানে আছি আলোচনা করার জন্য,মোরা এইহানে আছি আলোচনা করার লইজ্ঞা,Barishal
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,মোরা এইহানে আইজ উপস্থিত আছি কতা কওআর লাইজ্ঞা,Barishal
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন?,আম্নে কি বাংলা সিনেমা দ্যাখতে ভালোবাসেন?,Barishal
আমি আপনাকে ধন্যবাদ জানাতে চাই,মুই আম্নেরে ধইন্যবাদ জানাইতে চাই,Barishal
আপনার জন্মদিন কবে?,আম্নের জন্মদিন কবে?,Barishal
আপনি কি এখানে থাকতে পারেন?,আম্নে কি এইহানে থাকতে পারেন?,Barishal
আপনি কি কথা বলতে পারেন ইংরেজিতে?,আম্নে কি কতা কইতে পারেন ইংলিশে?,Barishal
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?,আম্নে কি এই পরোশনো জবাব দেতে পারবেন?,Barishal
আমি আপনার জন্য অপেক্ষা করছি,মুই আম্নের লইজ্ঞা অপেক্ষা করতেয়াছি,Barishal
আপনি কি বাংলা নাটক দেখতে পারেন?,আম্নে কি বাংলা নাটক দ্যাখতে পারেন?,Barishal
আপনি কি কোনো কবিতা লিখতে পারেন?,আম্নে কি কোন কবিতা ল্যাখতে পারেন?,Barishal
আপনি কি এই বইটি পড়তে পারেন?,আম্নে কি এই বইডা পড়তে পারেন?,Barishal
আপনি কি কোনো গানে নাচতে পারেন?,আম্নে কি কোনো গানে নাচতে পারেন?,Barishal
তুই কি এই বইটি পড়তে পারিস?,তুই কি বইডা পড়তে পারো?,Barishal
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই মোর লগে এউক্কা গান গাইতে পারবি?,Barishal
তুই আমার পাশে থাকতে চাস ?,তুই মোর লগে থাকতে চাও?,Barishal
তুই কি এই সিনেমা দেখতে চাস ?,তুই কি এই সিনেমাডা দ্যাকতে চাও?,Barishal
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুই মোর লইজ্ঞা কী ভালোবাসতে পারবি?,Barishal
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুই কি কহনো বাংলাদেশ ঘোরতে গ্যাছো?,Barishal
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুই মোর লইজ্ঞা কোন সুন্দর উপহার কেনতে পারবি?,Barishal
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুই কি এই গানডা হোনতে ভালবাসবি?,Barishal
তুই কি কখনো কবিতা লিখতে পারিস?,তুই কি কহনো কবিতা ল্যাখতে পারো?,Barishal
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুই মোর লগে কি ছবি তোলতে পারবি?,Barishal
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুই মোর ধারে এইয়া কিছু শেখতে চাও?,Barishal
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুই কি মোর লইজ্ঞা কিছু ল্যাখতে পারবি?,Barishal
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুই কি মোর লগে বাংলায় কথা কইতে পারবি?,Barishal
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুই কি এই ইস্কুলে পড়তে আইতে চাও?,Barishal
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো ভালোবাসার চাইয়াও বেশি কিছু,Barishal
আমরা মেসিকে ঘৃণা করি না,মোরা মেসিরে ঘিরনা করিনা,Barishal
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,মুই ফুটবল বিশ্বকাপ দ্যাখতে যাইতেয়াছি,Barishal
ফুটবল আমার প্রিয় খেলা,ফুটবল আমার পিরিও খ্যালা,Barishal
আমি ফুটবল খেলতে ভালোবাসি,মুই ফুটবল খ্যালতে ভালোবাসি,Barishal
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,কলকাতা মোহনবাগানের ফুটবল দল বেমালা জনপ্রিয়,Barishal
আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,মুই ফুটবল খ্যালতে মোর দোস্তগো লগে যাইতেয়াছি,Barishal
আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,মোর পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,Barishal
আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে,মোর দোস্ত গুলান সপ্তায় দুইডা ফুটবল ম্যাচ খ্যালতে পারে,Barishal
আমি ফুটবল খেলার জন্য প্রস্তুত,মুই ফুটবল খ্যালার লইজ্ঞা প্রস্তুত,Barishal
আমার পছন্দের ফুটবল দল আর্জেন্টিনা,মোর পছন্দের ফুটবল দল আর্জেন্টিনা,Barishal
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জেতছে ফ্রান্স,Barishal
আমি ফুটবলে একটি গোল করেছি,মুই ফুটবলে এউক্কা গোল করছি,Barishal
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খ্যালা মোর জীবনের অংশ,Barishal
আমি প্রতিদিন ফুটবল খেলতে যাই,মুই পেরতেকদিন ফুটবল খ্যালতে যাই,Barishal
বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,বার্সেলোনা ফুটবল কেলাব খুব জনপ্রিয়,Barishal
আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,মুই ফুটবল ম্যাচ দ্যাখতে বেমালা ভালোবাসি,Barishal
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারগুলান অনেক উচু মানের খেলোয়াড়,Barishal
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খ্যালার কালে মুই আনন্দ পাই,Barishal
আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,মুই ফুটবল ম্যাচগুলান দ্যাখতে ভালোবাসি,Barishal
আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,মুই ফুটবল ম্যাচে উপস্থিত হইতে চাই,Barishal
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ফুটবল দল বিশ্বসেরা,Barishal
আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,মুই ব্রাজিল ফুটবল দলেরে সমর্থন করি,Barishal
ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,ব্রাজিল ফুটবল দল এউক্কা শক্তিশালী দল,Barishal
ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,ব্রাজিল ফুটবল দল হইলে বিশ্বকাপ চ্যাম্পিওন,Barishal
আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,মুই আর্জেন্টিনা ফুটবল দলেরে সমর্থন করি,Barishal
আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,মুই বাংলাদেশ কিরকেট দলেরে সমর্থন করি,Barishal
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ক্রিকেট দল শক্তিশালী দল গুলানের মইধ্যে এউক্কা,Barishal
মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,মেঘনা নদী বাংলাদেশের এউক্কা পোরধান নদী,Barishal
নীল নদী আফ্রিকার প্রধান নদীর একটি,নীল নদী আফ্রিকার পোরধান নদীর এউক্কা,Barishal
নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,নীল আকাশের তলে তোমার হাত ধইররা হাইট্টা যাইতে চাই,Barishal
তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,তোমার লগে নীল আকাশের তলে বইয়া গল্প করতে চাই,Barishal
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সবচাইয়া বড় নদী হিসাবে পরিচিত,Barishal
আকাশের নীল রঙটি অসাধারণ,আকাশের নীল রংডা অসাধারন,Barishal
আকাশে তারাগুলি আমাদেরকে আশা দেয়,আকাশের তারাগুলান মোগোড়ে আশা  দ্যায়,Barishal
আকাশে মেঘের কারণে বৃষ্টি পড়ে,আকাশে মেঘের লইজ্ঞা বিরিষ্টি পরে,Barishal
মাছগুলি পানির মধ্যে সুন্দর,মাছ গুলান পানির মইধ্যে সুন্দর,Barishal
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে মুই খুশি,Barishal
আমি সকালে ঘুমিয়ে উঠি,মুই বেইন্না কালে ঘুমেগোনে উডি,Barishal
আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,মোর লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গ্যাছে,Barishal
আমার বাসায়  গতকাল রাতে চুরি হয়েছে,মোর বাসায় গতকাইল রাইতে চুরি হইছে,Barishal
আমার গাড়ির রঙ হলো লাল,মোর গাড়ির রং হইলে লাল,Barishal
সহজ ভাষায় কথা বলা উচিত,সহজ ভাষায় কতা কওয়া উচিত,Barishal
আমি আপনার সঙ্গে আছি,মুই আম্নের লগে আছি,Barishal
আমার আব্বু বিদেশে থাকে,মোর আব্বায় বিদেশ থাহে,Barishal
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,মোর ছোডো ভাই দুই মাস পর বিদেশ পরালেহা করতে যাইবে,Barishal
আমার বড় বোন আমাকে অনেক ভালবাসে,মোর বড় বুইন মোরে অনেক ভালবাসে,Barishal
আমার বড় বোনকে আমি অনেক ভালবাসি,মোর বড় বুইন রে মুই অনেক ভালবাসি,Barishal
আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,আম্নের বড় বুইনের কি বিয়া হইয়া গ্যাছে ?,Barishal
তোর বড় ভাইয়ের নাম কি ?,তোর বড় ভাইয়ের নাম কি ?,Barishal
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,তোর বড় ভাইয়ে্র লগে মোর বিয়া হওয়ার কতা চলতেয়াছে,Barishal
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,Barishal
আমি কখনই তোমাকে ভুলবো না,মুই কহনই তোমারে ভুল্মু না,Barishal
তুমি আমার জীবনের আলো,তুমি মোর জীবনের আলো,Barishal
সকালে পড়াশোনা করা ভালো উপায়,সকালে পরালেহা করা ভালো উপায়,Barishal
পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,পরীক্ষার লইজ্ঞা সকালে পরালেহা করা ভালো,Barishal
সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,সকালে পরালেহা কইররা পেরত্তেকদিন শুরু করা ভালো হয়,Barishal
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,সকালে পরালেহা কইররা মুই আরামে মনোযোগ দেতে পারি,Barishal
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,সকালের শুরুতেই পরালেহা শুরু করা ভালো,Barishal
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,অনেকদিন আগে এক গেরামে এক টুপি বিক্রেতা আল্লে,Barishal
তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,হ্যায় একদিন পাশের গেরামে যাইয়া টুপি বেছতেয়াছেলে,Barishal
তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,হ্যায় রাস্তা দিয়া হ্যার গেরামের দিক যাইতেয়াছেলে,Barishal
সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,হ্যাই কালে লগে দিয়া এউক্কা হিয়াল যাইতেয়াছেলে,Barishal
আমাকে সেখানে নিয়ে চলো,মোরে হেইহানে লইয়া লও,Barishal
এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,হেইয়ার পর থেইক্কা হ্যারা দুইজন সবজি বাগানে যাইয়া প্যাট ভইররা খাওন খাইতে,Barishal
এখন তুমি গান গাইতে পারবে না,এহন তুমি গান গাইতে পারবা না,Barishal
আমি গান গাইতে চাই,মুই গান গাইতে চাই,Barishal
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,এহন যদি তুমি গান গাও তয় চাষায় হোনবে,Barishal
একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,একদিন নদীর ধারে এউক্কা গাছে কাঠ কাডার কালে হ্যার কুড়ালডা নদীর পানতের মইধ্যে পইররা যায়,Barishal
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,মোর নীল আকাশ দ্যাখতে ম্যালা ভাল্লাগে,Barishal
তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,তোমার কি নীল আকাশ দ্যাখতে ভাল্লাগে?,Barishal
আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,মোর পরীক্ষা দেতে মোডেও ভাল্লাগেনা,Barishal
আপনার কি পরীক্ষা দিতে ভালো  লাগে ?,আম্নের কি পরীক্ষা দেতে ভাল্লাগে?,Barishal
আপনি কেমন আছেন?,আম্নে কেমন আছেন?,Barishal
আমি ভালো আছি,মুই ভালো আছি,Barishal
কী করছেন আপনি এখন?,করতেয়াছেন কি আম্নে এহন?,Barishal
আমি একটি বই পড়ছি,মুই একটা বই পড়তেয়াছি,Barishal
আপনি কী অন্যান্য বই পড়েছেন?,আম্নে কি অন্য বই পড়ছেন?,Barishal
তুমি কি সরকারি চাকরি করছো?,তুমি কি সরকারি চাকরি করতেয়াছো?,Barishal
আমি একজন সরকারি কর্মকর্তা,মুই একজন সরকারি কর্মকর্তা,Barishal
তুমি কি চাকরি করছো?,তুমি কি চাকরি করতেয়াছো?,Barishal
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,মুই এউক্কা প্রফেশনাল ব্লোগার হইয়া কাম করতেয়াছি,Barishal
তুমি কোথায় চাকরি করছো?,তুমি কোম্মে চাকরি করতেয়াছো?,Barishal
দূরে কোথাও যেখানে কেউ নেই ,দূরে যেইহানে কেউ নাই,Barishal
আমি কেন সবসময় কষ্ট পাই?,মুই কির লইজ্ঞা হক্কলকালে কষ্ট পাই?,Barishal
আমার ভালোবাসায় কম কি ছিলো ?,মোর ভালোবাসায় কম কি আল্লেহ?,Barishal
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,হ্যারা তিন ভাই আল্লেহ তয় হ্যাগো মইধ্যে মিল আল্লেহ না,Barishal
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আম্নে মোর লগে এমনে কতা কইতে পারেন না,Barishal
আপনি  অনেক ভালো মানুষ ,আম্নে ম্যালা ভাল মানু,Barishal
আমরা ঢাকায় থাকি ,মোরা ঢাকায় থাহি,Barishal
আমি ঢাকার মিরপুরে  থাকি ,মুই ঢাকার মিরপুরে থাহি,Barishal
আমি তার চোথের মায়ায় পড়েছি ,মুই হ্যার চোহের মায়ায় পরছি,Barishal
তার হাসি অনেক সুন্দর,হ্যার হাসি বেমালা সুন্দর,Barishal
সে তার পরিবারকে ভালবাসে ,হ্যায় হ্যার পরিবাররে ভালোবাসে,Barishal
তার জন্য আমি সব কিছু করতে পারি ,হ্যার লইজ্ঞা মুই সবকিছু করতে পারি,Barishal
আমি তাকে ভালবাসি ,মুই হ্যারে ভালোবাসি,Barishal
তার চুলগুলি অনেক লম্বা,হ্যার চুল গুলান একছের লোমবা,Barishal
তাকে কাজল দিলে অনেক ভালো লাগে,হ্যারে কাজল দেলে ম্যালা ভালো লাগে,Barishal
তুমি কি আমায় ভালোবাসো না? ,তুমি কি মোরে ভালোবাসো না?,Barishal
তুমি বুঝো না কেন ?,তুমি বোঝো না ক্যা?,Barishal
সে গান গাইতে পছন্দ করে ,হ্যায় গান গাইতে পছন্দ করে,Barishal
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,হ্যায় যেই মাইয়াউজ্ঞা ভালোবাসে হ্যাই মাইয়াডা ঢাকায় থাহে,Barishal
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,আম্নে যেই পোলারে ভালোবাসেন হ্যায় কি আম্নেরে ভালোবাসে?,Barishal
সে একটি গাড়ি চুরি করেছে,হ্যায় এউক্কা গাড়ি চুরি করছে,Barishal
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,মুই তোমার লগে পিরথিবি ঘুইররা আইতে চাই,Barishal
কিন্তু আমিতো তোমার সাথে যাবো না ,তয় মুই তো তোমার লগে যামু না,Barishal
তোমার কথা শুনে খুব ভালো লাগলো ,তোমার কতা হুইন্না ম্যালা ভালো লাগজে,Barishal
তোমার ভালো না লাগলে কিছু করার নাই ,তোমার ভাল না লাগলে কিছুই করার নাই,Barishal
ছবি তোলার পর আমাকে কেমন লাগে? ,ছবি তোলার পর মোরে ক্যামন লাগে?,Barishal
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,মুই আইজ ম্যালা দিন পর হ্যার লগে কতা কইছি,Barishal
সে দেখতে অনেক সুন্দর ,হ্যায় দ্যাখতে ম্যালা সুন্দর,Barishal
কিন্তু সৌন্দর্যই সবকিছু না,তয় সৌন্দর্যই হক্কল কিছু না,Barishal
তার চোখ হরিণের মতো,হ্যার চোখ হরিণের নাহান,Barishal
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,এউক্কা মাইয়া আর এউক্কা পোলা একলগে খেলতেয়াছে,Barishal
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,কালা কুত্তাডা ঘাসের মইধ্যে গোনে ছোটতেয়াছে,Barishal
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,এউক্কা কালা কুত্তা ঘাসের মইধ্যে গোনে দৌড়াইতেয়াছে,Barishal
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,এউক্কা ছোডো কালা কুত্তা ঘাসের মইধ্যে হুইয়া রইছে,Barishal
একদল মহিলা রাস্তায় হাঁটছে,একদল মাতারি রাস্তায় হাঁটতেয়াছে,Barishal
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,দুয়ারের ধারে দুইজন বইয়া গিটার বাজাইতেয়াছে,Barishal
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,ফুটপাতে একলগে হাঁটতেয়াছে তিনজন মাতারি,Barishal
আম্মুর জন্য বেশি খারাপ লাগছে,আম্মার লইজ্ঞা বেশি খারাপ লাগতেয়াছে,Barishal
আমাদের পরিবারে  আম্মুর অবদানই বেশি বলে আমি মনে করি,মোগো পরিবারে আম্মার অবদানই বেশি বইল্লা মুই মনে করি,Barishal
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে  শেষ করলাম,তোমাগো লইজ্ঞা কিছু করতে তো পারলামি না উলডা পরিবারডা শেষ করলাম,Barishal
"সবসময় ভয়ে ভয়ে থাকতাম, গলা দিয়ে খাবার নামতো না","হক্কলকালে ডরে ডরে থাকতাম, গলাইদ্দা খাওন নামতে না",Barishal
শেষ করলাম সবকিছু,শ্যাষ করলাম হগলডি,Barishal
"যদিও ক্ষমার যোগ্য না আমি, পারলে ক্ষমা করে দিয়েন","যদিও ক্ষমার যোগ্য না মুই, পারলে ক্ষমা কইররা দিয়েন",Barishal
আপনাদের অযোগ্য সন্তান,আম্নেগো অযোগ্য সন্তান,Barishal
আল্লাহ রহমতের বৃষ্টি দাও,আল্লাহ রহমতের বইষ্যা দ্যাও,Barishal
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,বইষ্যার লইজ্ঞা ঢাকায় কোনহানে নামাজ পড়া হইবে?,Barishal
পানির জন্য হাহাকার আর ভালো লাগছে না,পানির লইজ্ঞা হাহাকার আর ভাল লাগদেয়াছে না,Barishal
উত্তরাতে আমাদের ভবনে  কোনোভাবেই পানি পাচ্ছি না আমরা,উত্তরায় মোগো ভবনে মোডেও পানি পাইতেয়াছিনা মোরা,Barishal
শুধু এক গাড়ি পানি হলেও ২টা দিন চলা যেতো,হুদা এউক্কা গাড়ি পানি হইলেই দুজ্ঞা দিন চইললা যাইতে,Barishal
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,কোনভাবেই ওয়াসা পানি দেতেয়াছেনা,Barishal
কি করতে পারি বলুন এখন?,কি করমু কয়েন এহন?,Barishal
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,বিদ্যুৎ ছাড়া তও থাহা যায় তয় পানি ছাড়া ক্যামনে থাহে মানু,Barishal
আজকে জুম্মার দিন ,আইজ জুম্মার দিন,Barishal
আমি শুক্রবার অনেক সকালে উঠি ,মুই শুক্কুর বার ম্যালা বেইন্না কালে উডি,Barishal
সে অনেক বেলা করে ঘুমায় ,হ্যায় ম্যালা ব্যালা কইররা ঘুমায়,Barishal
সে আমাকে একটি উপহার দিয়েছে ,হ্যায় মোরে এউক্কা উপহার দেছে,Barishal
আজকে আমার জন্মদিন ,আইজ মোর জন্মদিন,Barishal
আমার বয়স বেশি না,মোর বয়স বেশি না,Barishal
তার চেয়ে আমি দেখতে সুন্দর ,হ্যার চাইয়া মুই দ্যাখতে সুন্দর,Barishal
এইবার কুরবানিতে লাল গরু কিনবো ,এইবার কোরবানি তে লাল গরু কিনমু,Barishal
সবকিছু একসাথে করা সম্ভব না ,হগলডি একলগে করা সম্ভব না,Barishal
তুমি বিয়ে করছো না কেন?,তুমি বিয়া করতেয়াছোনা ক্যান?,Barishal
ভালো মেয়ে পাচ্ছি না ,ভালো মাইয়া পাইতেয়াছি না,Barishal
ঘড়িতে কয়টা বাজে? ,ঘড়িতে কয়ডা বাজে?,Barishal
আজকে দুপুরে আমাদের দাওয়াত আছে ,আইজ দুফারে মোগো দাওয়াত আছে,Barishal
সবাই কেমন আছো?,হগলডি ক্যামন আছো?,Barishal
আজকে কত তারিখ?,আইজ কয় তারিখ?,Barishal
মন ভালো করতে তোমরা কি কর?,মন ভালো করার লইজ্ঞা তোমরা কি কর?,Barishal
আমি মাঝেমধ্যে গান শুনি,মুই মাঝেমইধ্যে গান হুনি,Barishal
আজকাল পড়াশোনার চাপ অনেক বেশি,আইজকাল পড়াশুনার চাপ একছের,Barishal
তোমরা কি গল্পের বই পড়তে পছন্দ কর?,তোমরা কি কেসসার বই পড়তে পছন্দ কর?,Barishal
তোমাদের প্রিয় লেখক কে ?,তোমাগো পিরিয়ো লেখক কেডা?,Barishal
আমার প্রিয় লেখক হুমায়ুন আহমেদ,মোর পিরিও লেখক হইলে হুমায়ুন আহমেদ,Barishal
ফুটবলে তোমাদের প্রিয় দল কোনটি?,ফুটবলে তোমাগো পিরিয়ো দল কোনডা?,Barishal
ব্রাজিল ফুটবলের সেরা দল,ব্রাজিল হইলে ফুটবলের সেরা দল,Barishal
শুক্র এবং শনি সাপ্তাহিক ছুটির দিন,শুক্কুরবার আর শনি বার হইলে সপ্তাহের ছুটির দিন,Barishal
রবিবার থেকে আমাদের বিশ্ববিদ্যালয় ক্লাস শুরু,রইব্বার গোনে মোগো বিশ্ববিদ্যালয় কেলাস শুরু,Barishal
তুমি ঢাকার কোথায় থাকো?,তুমি ঢাকার কোম্মে থাহো?,Barishal
তোমাদের গ্রামের বাড়ি কোথায়?,তোমাগো গেরামের বাড়ি কোম্মে?,Barishal
তুমি কি সাঁতার জানো?,তুমি কি হাতোর জানো?,Barishal
তুমি কোন ক্লাসে পড়ো?,তুমি কোন কেলাসে পড়ো?,Barishal
বাংলাদেশের প্রধানমন্ত্রীর নাম কি?,বাংলাদেশের পরধানমন্ত্রীর নাম কি?,Barishal
বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,বাংলাদেশের বর্তমান পরধানমন্ত্রীর নাম শেখ হাসিনা,Barishal
অনেক বড়লোক হতে চাই,বেমালা বড়লোক হইতে চাই,Barishal
তুমি কোন বিষয় পড়াশোনা করছো?,তুমি কোন বিষয় লইয়া পড়াশুনা করতেয়াছো?,Barishal
বাহিরে প্রচুর গরম পড়েছে,বায়রায় একছের গরম পরছে,Barishal
আজকে সারাদিন বৃষ্টি হয়েছে,আইজ সারাদিন বইষ্যা হইছে,Barishal
ফেসবুক একটি জনপ্রিয় যোগাযোগ মাধ্যম,ফেসবুক এউক্কা জনপ্রিয় যোগাযোগ মাইধ্যম,Barishal
জীবনে উন্নতি করতে গেলে অনেক সময় অনেক বাঁধার সম্মুখীন হতে হয়,জীবনে উন্নতি করতে গ্যালে অনেক সময় ম্যালা বাঁধার সামনে পরতে হয়,Barishal
সকল বাধা পেরিয়ে জীবনে সফল হতে হবে,হগল বাধা পার কইররা জীবনে সফল হইতে হইবে,Barishal
আমি চা খেতে পছন্দ করি,মুই চা খাইতে পছন্দ করি,Barishal
তাের বইটা কি আমাকে দিতে পারিস? ,হ্যার বইডা মোরে দেতে পারো?,Barishal
