standard_text,dialect_text,dialect
দেখা করা যাবে, দেখা খরা যাইবো ,Sylhet
কিছু পাইতে হলে কিছু ছাড়তে হবে,কুনতা পাইতে অইলে  কুনতা ছাড়া লাগবো,Sylhet
বাংলাদেশে আমাকে সবাই আমার ডাক নামে চিনে,বাংলাদেশো মোরে সবে মোর ডাখ নামে চিনইন,Sylhet
দুই ঘন্টা ধরে বিদ্যুৎ যায়নি,  দুই ঘন্টা ধরি বিদ্যুৎ যার না,Sylhet
বিদ্যুৎ অফিসের লোকটা কি মারা গেলো নাকি?,কারেন্টর অফিসর বেটা মরি গেলো নাকিতা?,Sylhet
সেইবার আমি প্রায় ৪ মাস পরে বাসায় গিয়েছি,হবার মুই বাক্কা ৪ মাস বাদে বাসাত গেছি,Sylhet
বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম , আব্বার মুখর দিকে চাইয়া কিলান এখটা শূন্যতা অনুভব খরলাম,Sylhet
কবে যে আমার স্বপ্নটা পূরণ হবে,কুনদিন যে আমার স্বপ্নটা পুরণ অইতো,Sylhet
আপনি কি আপনার হাত ধুতে জানেন?, আফনে কিতা আফনার হাত ধুয়া চিনইন নি?,Sylhet
আপনি কি খামারের পশু পছন্দ করেন?,আফনে  কিতা খামারর পশু পছন্দ করইন নি?,Sylhet
আমি আমার পরিবারের কথা বলতে চাই, মুই মোর পরিবারর খতা কইতাম চাই,Sylhet
"আমার পরিবারে আমি  মা, বাবা এবং একটি ছোট্ট বোন","মোর পরিবারো মুই আম্মা, আব্বা আর এক হুরু বইন ",Sylhet
আমাদের সবাই একসময়ে একসাথে আছি ,আমরার হখল এখ সময়ে একলগে আছি,Sylhet
আমরা খুব খুশি,আমরা  খুব খুশি,Sylhet
আমাদের পরিবারে আনন্দের বাইরে কোন ঝগড়া নেই, আমরার পরিবারো আনন্দর বাইরে কুনো লাগালাগি নাই,Sylhet
আমার বন্ধুরা আমার জীবনের অনেক গুরুত্বপূর্ণ অংশ,মোর বন্ধুরা মোর জীবনর খুব গুরুত্বপুর্ণ অংশ,Sylhet
আমি সবসময় আমার গ্রামের মানুষদের পাশে থাকতে চাই, মুই হখল সময় মোর গাউর মানুষর পাশে থাকতাম চাই,Sylhet
খুব সুন্দর,  খুব সুন্দর ,Sylhet
আপনার লেখা অসাধারণ,আফনার লেখা অসাধারণ,Sylhet
আপনার ছবি দেখে খুব ভালো লেগছে,আফনার ছবু দেকিয়া খুব ভালা লাগছে,Sylhet
অসাধারণ করে লিখেছেন,অসাধারণ খরি লেখছইন,Sylhet
আমি ভালো লাগলো আপনার কথা পড়ে,মোর  ভালা লাগছে আফনার খতা পড়িয়া,Sylhet
আপনার এই পোস্টটি খুব উপকারী,আফনার অউ পোস্টটা খুবই উফকারী,Sylhet
আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি, আফনার সুন্দর সুন্দর ছবিগুইন দেখিয়া মজা পাইছি,Sylhet
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন,আফনে খুব সুন্দর খরি সমস্যাটার সমাধান করছইন,Sylhet
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,আফনার  ব্লগটা পড়িয়া বাক্কা জিনিস শিখতাম ফারছি,Sylhet
আমি আপনার কাজকে  ভালোবাসি,মুই আফনার কাজরে ভালাপাই,Sylhet
আপনার লেখার ধরণ খুব সুন্দর, আফনার লেখার ধরন খুবই সুন্দর,Sylhet
আপনার ছবিটি দেখে মন ভরে গেলো, আফনার ছবিটা দেখিয়া মন ভরি গেছে,Sylhet
খুব সুন্দর কথা বলেছেন,বাক্কা সুন্দর মাত মাতলা,Sylhet
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,আফনার মজার মজার মাত হুনলে হারাদিন মন ভালা থাকে,Sylhet
একদিন সুন্দর একটি বাগানে একটি মেয়ে হাঁটছিল,এখদিন সুন্দর এখটা বাগানো এখটা ফুড়ি হাটের,Sylhet
সে আকাশে উড়ন্ত পাখির গান শোনতেই মন খুশি হয়ে উঠত,হউ আখাশর উড়া পাখির হান হুনলেউ মন খুশ অই যাইতো,Sylhet
সে ফুলগুলোর রঙিন মেলা দেখে হৃদয় ভরে যায়,হউ ফুুল অতার রঙিন মেলা দেখিয়া হারলে মন ভরি যায় ,Sylhet
তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে,তার লগে থাকা পুতুলগুইন হউ পুরির লগে খেলাত আয়,Sylhet
সে আরও একটি বন্ধু বানাতে চায় যার নাম ছিল রাহাত,তাই আরো এখটা বন্ধু বানাইতো চায় যেগুর নাম আছিল রাহাত,Sylhet
তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ, তুমার বন্ধুরা হাছাউ ভালা মনর মানুষ,Sylhet
তোমার বন্ধুরা  সবাই খুব মেধাবী,তুমার বন্ধুরা হখল অউ খুব মেধাবী,Sylhet
তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে,তুমার বন্ধু্রার কান্দাত থাকতে খুব ভালা লাগে,Sylhet
বিয়ের পর মোটা হবে এমন স্বপ্ন নিয়ে বেঁচে আছে হাজারো পাতলা মেয়ে,হেঙ্গার বাদে মুটা অইবা অলা সফনো লইয়া বাঁচিয়া আছইন হাজার হাজার রাগ ফুড়িন,Sylhet
"মেয়েরা যে হারে ভদ্র ছেলে খুঁজছে, ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই","ফুড়িন্তে যে হারে ভদ্র ফুয়াইন খুজরা , ডর লাগের মুই নি কুন দিন কীডনাপ অই যাই",Sylhet
"খন তোমার একা লাগবে, তুমি চারদিকে কিছুই দেখতে পাবে না",যেব্‌লা তুমার একলা লাগবো তুমি চাইরিদকে কিচ্চু দেখতায় নায়,Sylhet
আজ সিঙ্গেল বলে কারো জন্য হাত কাটতে পারি না, আইজ সিংগেল দেকিয়া কারো লাগি হাত কাটতাম ফারি না,Sylhet
সিনেমায় বিয়ের পর গল্প শেষ হয়ে যায়  আর বাস্তব জীবনে বিয়ের পরই সিনেমা শুরু হয়,সিনেমাত বিয়ার পর গল্প শেষ অই যায় আর বাস্তব জীবনো বিয়ার পর অউ সিনেমা শুরু অয়,Sylhet
"আজ গরিব বলে পৃথিবীতে থাকি,বড়লোক হলে মঙ্গল গ্রহে থাকতাম"," আজকে গরীব দেকিয়া পৃথিবীত থাকিয়ার, ধনী অইলে মঙ্গল গ্রহত থাকতাম",Sylhet
একমাত্র মেয়েরাই পারে অবলা ছেলেদের সহজ সরল মনটা কে ফুটবল ভেবে খেলা করতে, খালি ফুড়িন্তেউ পারইন বেচারা ফুয়াইন্তর সরল মনরে ফুটবল ভাবিয়া খেলতা,Sylhet
মাঝে মাঝে মন চায় থেমে থাকা গাড়ির নিচে পরে মরে যাই,মাঝে মাঝে মনে কয় থামিয়া থাকা গাড়ির চাক্কার তলে পড়িয়া মরি যাই,Sylhet
"বউকে ভালোবাসতে শিখুন, কিন্তু কার বউ সেটা দেখার বিষয় না","বউরে ভালোবাসা হিকইন, কিন্তু কার বউ হিকটা দেখার দরকার নায়",Sylhet
একবার ধরলে হাত ছাড়বেনা কখনো রোগা পাতলা মেয়ে গুলোকে দেখে মনে হয় ভিটামিনের বোতল কিনে দিই, এখবার ধরিলাইলে হাত ছাড়তা না কুনোসময় বেমারি হুকনা ফুড়িন্তরে দেকিয়া মনে কয় ভিটামিনর বুতল কিনিয়া দিলাই,Sylhet
স্বপ্ন দেখলাম ক্রাশের সাথে ঘুরতে গেছি তার পর যা হলো সব ইতিহাস, সফনত দেখলাম ক্রাশর লগে পাখানিত গেছি এর বাদে যা অইলো ইতা সব ইতিহাস,Sylhet
"যখন ভাবি তুমি ছাড়া আমার জীবনটা অন্ধকার, ঠিক তখনই কারেন্ট চলে আসে",যেব্‌লাকু ভাবি তুমি ছাড়া আমার জিন্দেগি আইন্দাইর ঠিক হ সময় অউ কারেন্ট আই অয়,Sylhet
"বউ হারালে বউ পাওয়া যায়, কিন্তু বন্ধুকে টাকা দিলে সেটা আর ফেরত পাওয়া যায় না",বউ আরাইলে বউ পাওয়া যায় কিন্তু বন্ধুরে টেখা দিলে ইতা আর ফিরত পাওয়া যায় না ,Sylhet
"চুল পরার সমস্যা  নিয়ে ডাক্তারের কাছে গেছিলাম, গিয়ে দেখি ডাক্তার নিজেই টাক","চুল পরার সমস্যা লইয়া ডাখতরর ধারে গেছলাম, গিয়া দেখি ডাখতর নিজেউ টাখলা",Sylhet
"ভালো মানুষ নাকি বেশি দিন বাঁচে না, এটা শোনার পর খুব টেনশনে আছি","ভালা মানুষ বুলে বেশিদিন বাছইন না, ইতা হুনার পর খুব টেনশনে আছি",Sylhet
তোকে ভুলে যাওয়ার জন্য আমি ভালোবাসিনি,তরে ভুলি যাওয়ার লাগি মুই তরে ভালাপাইছলাম না,Sylhet
"নিজেকে কখনো বেকার ভাববেন না, মনে রাখবেন আপনার শরীরের রক্ত দিয়ে হাজারো মশার সংসার চলে"," নিজোরে কুনোসময় বাওটা ভাববা না, মনো রাখবা আফনার শরীলর রখতো দিয়া হাজার মশার সংসার চলের",Sylhet
বাবু খেয়েছো বলার মানুষটা নেই বলে আজ আমি এতো রোগা,বাবু খাইছোনি জিকানির মানুষগুতা নাই করু আমি এখনো এতো হুকনা,Sylhet
"পাশের বাড়ির মেয়েটাকে ভালো লেগেছিল, পরে জানতে পারলাম মেয়েটা ছুটির দিনেও কলেজে যায়","লাগা বাড়ির ফুড়িটারে ভালা লাগছিল, বাদে জানলাম তাই ছুটির দিনও কলেজো যায়",Sylhet
"আজ আমি রোগা, তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে",আইজ আমি হুকনা গতিকে মানুষ আমারে লইয়া  উলটাপালটা সন্দেহ করইন,Sylhet
কেউ আমার মাকে বলে দিও আমি বিয়ে করবো,খেউ মোর  আম্মারে কইয়া দিওছাইন মুই বিয়া খরতাম,Sylhet
হাসতে হাসতে সিগারেট খাওয়া ছেলেটা একদিন কাশতে কাশতে মরে যাবে,আসতে আসতে সিগারেট খাওয়া ফুয়াটা এখদিন কাশতে কাশতে মরি যাইবো,Sylhet
কোনো এক রাতে তুমি আর আমি পাশাপাশি বসে চাঁদ দেখবো,কুনো এখ রাইতে তুমি আর মুই কান্দাকান্দিত বইয়া ছান দেখমু,Sylhet
আপনাদের কি শুক্রবার সকালে সময় হবে?, আফনারার কিতা শুক্রবার সখালে সময় অইবো নি? ,Sylhet
যদি আমি ভুল করি তাহলে আমাকে দয়া করে শুধরে দিবেন,যদি মুই ভুল খরি তাইলে মোরে শুধরাইয়া দিবা,Sylhet
আমি কি শুধু একটা জিনিস বলতে পারি দয়া করে?,মুই কিতা খালি এখটা জিনিস খইতাম ফারি নি দয়া খরি? ,Sylhet
আপনার কোনো প্রশ্ন আছে?,আফনার কুনতা জিকানির আছে নি? ,Sylhet
একটা কথাও আর বলবে না,এখটা মাতও আর মাতবায় না ,Sylhet
আপনারা যারা আমাকে এখনো চিনেন না,আফনারা যেরা মোরে এখনো চিনইন না ,Sylhet
তিনি আমার সাথে দেখা করলেন,তাইন মোর লগে দেখা করলা ,Sylhet
আমি পাঁচ বছর চাকরি করেছিলাম,মুই পাঁচ বত্‌শর চাকরি করছিলাম ,Sylhet
আমার কিন্তু সোভিয়েত দেশ ভালো লাগত,মোর কিন্তুক সোভিয়েত দেশ ভালা লাগতো,Sylhet
অনেকগুলো রাশিয়ান শব্দ শিখেছিলাম,বাক্কা রাশিয়ান শব্দ হিকছিলাম,Sylhet
হঠাৎ শীত করে উঠল আমার,আখতা শীত লাগিয়া উটলো মোর,Sylhet
বিছানায় শুয়ে টিভি দেখছিলাম,বিছনাত হুতি টিভি দেখাত আছলাম ,Sylhet
"কিছু মনে করবেন না, আপনাকে একটা কথা বলব ?",কুচ্চু মনো খরইন না যেন আফনারে এখতা খতা খইতাম? ,Sylhet
আমরাই কিছু বুঝতাম না, আমরাউ কুনতা বুঝতাম না,Sylhet
সে রকম বাজে ছেলের পাল্লায় পড়লে সর্বনাশ হয়ে যেত,হিলান বাদুয়া ফুয়ার চক্করো ফরলে সর্বনাশ অই যাইতো ,Sylhet
একটি ছোট্ট গ্রামে একজন মেয়ে ছিল,এখটা হুরুমুরু গাউত এখ ফুড়ি আছিল,Sylhet
মেয়েটির একজন ভালো বন্ধু ছিল,ফুড়ি ইগুর এখটা ভালা বন্ধু আছিল,Sylhet
তাঁদের প্রতিদিন একসাথে খেলা করতে পছন্দ ছিল,ইতার ফত্তেকদিন একলগে খেলানি পছন্দ আছিল,Sylhet
আমরা সেখানে অনেক মজা করব,আমরা হিকানো অনেখ মজা খরমু ,Sylhet
তারা একটি দূর পাহাড়ের দিকে যাবার পথে একটি পুকুর দেখল,তারা দূরই এখটা পাহাড়র বায় যাওয়ার পতো এখটা পুকোইর দেখলা,Sylhet
পুকুরে খুবই সুন্দর একটি পাখি দেখতে পেলো,পুকইরো বাক্কা সুন্দর এখটা পাখি দেখতো পাইলো ,Sylhet
আমরা তো পাখির মতো উড়তে পারিনা,আমরা তো পাখির লাখান উড়তাম ফারি না ,Sylhet
আমার দাঁত অনেক ব্যথা  করছে,আমার দাঁতও বেশেবা বেদনা করের,Sylhet
আমার মাথা অনেক ব্যথা  করছে,আমার মাথাত বেশেবা বেদনা করের,Sylhet
সোহাগ নামক একটি ছেলে ছিল,সোহাগ নাম ওর একগু ফুয়া আছিল,Sylhet
হাজারো স্মৃতি জড়িয়ে আছে এই গানের মধ্যে,হাজারটা স্মৃতি জড়াই রইছে ওউ গান ওর মাঝে,Sylhet
এখন আমি কত বড় হয়ে গেছি,ওখন আমি কত বড় ওই গেছি,Sylhet
এখন আবার একটা মেয়েকে অনেক ভালবাসি,ওখন আবার একগু ফুরিরে বউত বালা ফাই,Sylhet
কান্না এসে যায় এই গান শুনলে,কান্দা আইওয় ওউ গান হুনলে,Sylhet
জীবন থেকে কি করে এত তাড়াতাড়ি দিনগুলো কেঁটে গেল হিসাব মিলাতে পারিনা,জীবন তনে কিলা ওতো জলদি দিন ওকল কাটি গেলো হিসাব মিলাইতে পারিয়ার না,Sylhet
ভালোবাসা মানে তো মানুষের জীবন,ভালোবাসা মানে তো মাইনষের জীবন,Sylhet
এই ভালোবাসা না থাকলে মানুষের জীবনের সুখের আশা করাটাই ভুল,ওউ ভালোবাসা না থাকলে মাইনষের জীবন ওর সুখ ওর আশা করাউ ভুল,Sylhet
কোন কিছুই খুব সহজে হারিয়ে যায় না,কুন্তাউ ওতো সহজে হারাই যায় না,Sylhet
গল্পের কথা যখনই আসে তখনই আমাদের শিশুদের কথা মনে পড়ে,গফ ওর মাত যখন ওয় আয় তখন ওউ আমরার বাইচ্চাইন্তোর কথা মন-ও পড়ি যায়,Sylhet
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে,বাইচ্চাইন্তে আসলে গফ হুনতে খুব বালা পায়,Sylhet
আমার মনে হয় আমাদের এখানে শেষ করা উচিত,আমার লাগের আমরার ওনোউ শেষ করা উচিত ,Sylhet
"যদি সময় পাওয়া যায়, আমরা আরো দেখবো","যদি সময় মিলে, তে আমরা আরো দেখমু নে",Sylhet
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো,আফনার লগে দেখা ওইয়া আসলেউ বাক্কা বালা লাগলো,Sylhet
আমাকে এখন ঘুমাতে দিন,আমারে ওখন ঘুমাইতে দেউকা,Sylhet
আমি আপনার সাথে পরে দেখা করব,আমি আফনার লগে বাদে দেখা করিয়ার,Sylhet
চলো পড়াশুনা করি,চলোউকা পড়ি,Sylhet
চলো একটা বিরতি নেই,চলো থুরা থামি,Sylhet
চলো বিশ্রাম নেয়া যাক,চলো বিশ্রাম লই,Sylhet
আমি কি দয়া করে এখানে আসতে পারি?,আমি কিতা দয়া করি ওখন আইতে পারি নি?,Sylhet
"যেহেতু সবাই এখানে আছে, আমাদের শুরু করা উচিত এখন","যেহেতু হক্কল ওউ ওনো আছে, আমরার ওখন শুরু করি দেওয়া উচিত",Sylhet
আমরা এখানে আছি আলোচনা করার জন্য,আমরা ওনো আছি ওউ আলোচনা করার লাগি,Sylhet
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,আমরা ওনো আইজ উপস্থিত আছি মাতার লাগি,Sylhet
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন?,আফনে কিতা বাংলা সিনেমা দেখতে বালা পাইন নি?,Sylhet
আমি আপনাকে ধন্যবাদ জানাতে চাই,আমি আফনারে ধন্যবাদ জানাইতে চাই,Sylhet
আপনার জন্মদিন কবে?,আফনার জন্মদিন কবে?,Sylhet
আপনি কি এখানে থাকতে পারেন?,আফনে কিতা ওনো থাকতে ফারবা নি?,Sylhet
আপনি কি কথা বলতে পারেন ইংরেজিতে?,আফনে কিতা ইংরেজি মাত্তে ফারোইন নি?,Sylhet
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন?,আফনে কিতা ওউ প্রশ্ন'র জবাব দিতা ফারবা নি?,Sylhet
আমি আপনার জন্য অপেক্ষা করছি,আমি আফনার লাগি অপেক্ষা করিয়ার,Sylhet
আপনি কি বাংলা নাটক দেখতে পারেন?,আফনে কিতা বাংলা নাটক দেখতে ফারোইন নি?,Sylhet
আপনি কি কোনো কবিতা লিখতে পারেন?,আফনে কিতা কোন কবিতা লেখতা ফারোইন নি?,Sylhet
আপনি কি এই বইটি পড়তে পারেন?,আফনে কিতা ওউ বইটা পড়তা ফারবা নি?,Sylhet
আপনি কি কোনো গানে নাচতে পারেন?,আফনে কিতা কোন গান-ও নাচতা ফারবা নি?,Sylhet
তুই কি এই বইটি পড়তে পারিস?,তুই কিতা ওউ বই ওগু পড়তে ফারোস নি?,Sylhet
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই আমার লগে একটা গান গাইতে ফারবে নি?,Sylhet
তুই আমার পাশে থাকতে চাস ?,তুই কিতা আমার লগে থাকতে চাস?,Sylhet
তুই কি এই সিনেমা দেখতে চাস ?,তুই কিতা ওউ সিনেমা ওগু দেখতে চাস নি?,Sylhet
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুই আমার লাগি কিতা বালা ফাইবে নি?,Sylhet
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুই কিতা কোন সময় বাংলাদেশ ঘুরাত গেছলে নি?,Sylhet
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুই আমার লাগি কোন সুন্দর উপহার কিনতে ফারবে নি?,Sylhet
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুই কিতা ওউ গান হুনতে বালা ফাইবে নি?,Sylhet
তুই কি কখনো কবিতা লিখতে পারিস?,তুই কিতা কোন সময় কবিতা লেখতে ফারবে নি?,Sylhet
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুই কিতা আমার লগে ছবি তুলতে ফারবে নি?,Sylhet
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুই আমার তনে কিতা ওতা হিকতে চাস নিজ,Sylhet
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুই আমার লাগি কুন্তা লেখতে ফারবে নি?,Sylhet
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুই কিতা আমার লগে বাংলায় মাত্তে ফারবে নি?,Sylhet
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুই কিতা ওউ স্কুল-ও পড়াত আইতে চাস নি?,Sylhet
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো ভালোবাসার তাকিও বউত বেশি কিচ্ছু,Sylhet
আমরা মেসিকে ঘৃণা করি না,আমরা মেসিরে ঘিন্নাই না,Sylhet
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,আমি ফুটবল ওর বিশ্বকাপ দেখাত যাইয়ার,Sylhet
ফুটবল আমার প্রিয় খেলা,ফুটবল আমার প্রিয় খেলা,Sylhet
আমি ফুটবল খেলতে ভালোবাসি,আমি ফুটবল খেলতে বালা ফাই,Sylhet
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,কলকাতা মোহনবাগান ওর ফুটবল দল বাক্কা জনপ্রিয় ,Sylhet
আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,আমি ফুটবল খেলাত আমার বন্ধু ওকলতোর লগে যাইয়ার,Sylhet
আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,মেসি ওইলো আমার পছন্দর ফুটবল খেলোয়াড় ,Sylhet
আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে,আমার বন্ধু ওকলে সাপ্তার মাঝে দুইটা ফুটবল ম্যাচ খেলতো ফারে,Sylhet
আমি ফুটবল খেলার জন্য প্রস্তুত,আমি ফুটবল খেলার লাগি প্রস্তুত,Sylhet
আমার পছন্দের ফুটবল দল আর্জেন্টিনা,আর্জেন্টিনা ওইলো আমার পছন্দের ফুটবল দল,Sylhet
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুটবল ম্যাচও বিশ্বকাপ জিতছে আর্জেন্টিনা,Sylhet
আমি ফুটবলে একটি গোল করেছি,আমি ফুটবলও একগু গোল দিছি,Sylhet
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খেলা ওইলো আমার জীবন ওর অংশ,Sylhet
আমি প্রতিদিন ফুটবল খেলতে যাই,আমি প্রতিদিন ফুটবল খেলাত যাই,Sylhet
বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,বার্সেলোনা ফুটবল ক্লাব  বাক্কা জনপ্রিয় ,Sylhet
আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,আমি ফুটবল ম্যাচ দেখতে খুব বালা ফাই,Sylhet
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশ ওর জনপ্রিয় ফুটবলার ওকল বাক্কা উচা মান ওর খেলোয়াড় ,Sylhet
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খেলার সময় আমি বাক্কা আনন্দ ফাই,Sylhet
আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,আমি ফুটবল ম্যাচ ওকল দেখতে বালা ফাই,Sylhet
আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,আমি ফুটবল ম্যাচ-ও থাকতাম চাই,Sylhet
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ওর ফুটবল দল ওগু বিশ্বসেরা ,Sylhet
আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,আমি ব্রাজিল ফুটবল দলরে সমর্থন করি,Sylhet
ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,ব্রাজিল ওর ফুটবল দল একটা শক্তিশালী দল,Sylhet
ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,ব্রাজিল ওর ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন ,Sylhet
আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,আমি আর্জেন্টিনার ফুটবল দলরে সমর্থন করি,Sylhet
আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,আমি বাংলাদেশ ওর ক্রিকেট দলরে সমর্থন করি,Sylhet
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ওর ক্রিকেট দল শক্তিশালী দল ওকলতোর মাঝে একটা,Sylhet
মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,মেঘনা ওইলো বাংলাদেশ ওর একটা প্রধান নদী ,Sylhet
নীল নদী আফ্রিকার প্রধান নদীর একটি,নীল নদী ওইলো আফ্রিকার প্রধান নদীর মাঝে একটা,Sylhet
নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,নীল আকাশ ওর নিচে তুমিতাইন ওর হাত ধরিয়া হাটিয়া যাইতাম চাই,Sylhet
তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,তুমিতাইন ওর লগে নীল আকাশ ওর নিচে বইয়া গফ করতাম চাই,Sylhet
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সব তাকি বড় নদী হিসাবে পরিচিত ,Sylhet
আকাশের নীল রঙটি অসাধারণ,আকাশ ওর নীল রঙটা অসাধারণ ,Sylhet
আকাশে তারাগুলি আমাদেরকে আশা দেয়,আকাশ ওর তারা ওগুন্তে আমরারে আশা দেয়,Sylhet
আকাশে মেঘের কারণে বৃষ্টি পড়ে,আকাশ ওর মেঘ ওর লাগি বৃষ্টি পড়ে,Sylhet
মাছগুলি পানির মধ্যে সুন্দর,মাছ ওগুন পানির মাঝে সুন্দর,Sylhet
তুমি এখানে থাকলে আমি খুশি,তুমি ওনো থাকলে আমি খুশি,Sylhet
আমি সকালে ঘুমিয়ে উঠি,আমি সকাইলকু ঘুমাইয়া উঠি,Sylhet
আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,আমার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি ওই গেছে,Sylhet
আমার বাসায়  গতকাল রাতে চুরি হয়েছে,আমার বাসাত গতকাইল চুরি ওইছে,Sylhet
আমার গাড়ির রঙ হলো লাল,আমার গাড়ি ওগুর রঙ ওইলো লাল,Sylhet
সহজ ভাষায় কথা বলা উচিত,সহজ ভাষায় মাতা উচিত,Sylhet
আমি আপনার সঙ্গে আছি,আমি আফনার লগে আছি,Sylhet
আমার আব্বু বিদেশে থাকে,আমার আব্বা বিদেশ থাকোইন,Sylhet
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,আমার ছোট ভাউ দুই মাস বাদে বিদেশ পড়ার লাগি যাইরো গি,Sylhet
আমার বড় বোন আমাকে অনেক ভালবাসে,আমার বড় বইনে আমারে খুব বালা ফায়,Sylhet
আমার বড় বোনকে আমি অনেক ভালবাসি,আমার বড় বইনরে আমি খুব বালা ফাই,Sylhet
আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,আফনার বড় বইন ওর কিতা বিয়া ওই গেছে নি?,Sylhet
তোর বড় ভাইয়ের নাম কি ?,তোর বড় ভাই ওর নাম কিতা?,Sylhet
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,তোর বড় ভাই ওর লগে  আমার বিয়া ওয়ার মাত চলের,Sylhet
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘুরাত যাওয়া আমার স্বপ্ন,Sylhet
আমি কখনই তোমাকে ভুলবো না,আমি কোন সময় ওউ তোমারে ভুলতাম নায়,Sylhet
তুমি আমার জীবনের আলো,তুমিতাইন ওইলায় আমার জীবন ওর আলো,Sylhet
সকালে পড়াশোনা করা ভালো উপায়,সকাইলকু পড়ালেখা করা বালা উপায়,Sylhet
পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,পরীক্ষার লাগি সকাইলকু পড়লে বালা ওয়,Sylhet
সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,সকাইলকু পড়িয়া প্রতিদিন শুরু করলে বালা,Sylhet
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,সকাইলকু পড়লে আমি আরামে মনোযোগ দিতাম ফারি,Sylhet
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,সকাইলকুর শুরু তাকি পড়ালেখা করা বালা,Sylhet
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,বাক্কা দিন আগে এক গ্রামও এক টুপিআলা আছলা,Sylhet
